102,2276,12964,2017-03-22 09:16:24,Confirmed,2017-04-04,2017-04-06
103,552,12964,2017-03-15 00:15:29,Awaiting,2017-04-06,2017-04-12
104,3807,12964,2017-04-01 21:40:26,Paid,2017-04-09,2017-04-14
105,1935,12964,2017-03-21 01:52:37,Awaiting,2017-04-11,2017-04-16
106,1814,12964,2017-03-28 11:49:59,Awaiting,2017-04-14,2017-04-18
107,3040,12964,2017-03-18 02:32:54,Awaiting,2017-04-16,2017-04-22
108,506,12964,2017-03-25 11:29:43,Paid,2017-04-19,2017-04-19
109,3649,21326,2016-11-17 22:46:20,Awaiting,2016-11-19,2016-11-27
110,498,21326,2016-10-21 08:39:21,Confirmed,2016-11-19,2016-11-29
111,1807,21326,2016-11-06 03:48:31,Awaiting,2016-11-20,2016-11-23
112,3318,21326,2016-11-08 18:58:14,Awaiting,2016-11-23,2016-11-28
113,1250,21326,2016-11-03 10:50:22,Paid,2016-11-26,2016-12-05
114,90,21326,2016-11-02 23:42:40,Awaiting,2016-11-29,2016-12-05
115,3589,21326,2016-11-28 02:02:22,Awaiting,2016-11-30,2016-12-05
116,1835,21326,2016-11-29 14:33:55,Awaiting,2016-12-02,2016-12-15
117,1430,21326,2016-11-11 18:43:29,Confirmed,2016-12-05,2016-12-17
118,2547,21326,2016-11-29 07:33:00,Paid,2016-12-05,2016-12-16
119,3984,21326,2016-11-20 14:05:39,Awaiting,2016-12-06,2016-12-17
120,2355,21326,2016-12-03 06:10:34,Awaiting,2016-12-07,2016-12-10
121,3328,21326,2016-11-30 14:49:41,Paid,2016-12-07,2016-12-13
122,2566,21326,2016-12-05 06:40:03,Awaiting,2016-12-10,2016-12-18
123,2661,21326,2016-11-18 09:38:52,Confirmed,2016-12-13,2016-12-21
124,1741,21326,2016-11-30 01:18:15,Confirmed,2016-12-15,2016-12-16
125,272,21326,2016-11-21 15:17:36,Paid,2016-12-15,2016-12-22
126,2381,21326,2016-11-19 20:31:22,Awaiting,2016-12-18,2016-12-30
127,3132,21326,2016-12-03 20:08:32,Awaiting,2016-12-18,2016-12-21
128,1222,21326,2016-12-19 07:39:19,Awaiting,2016-12-20,2016-12-24
129,2721,21326,2016-12-21 01:19:06,Awaiting,2016-12-23,2016-12-31
130,604,21326,2016-12-20 11:32:41,Confirmed,2016-12-25,2017-01-01
131,3464,21326,2016-12-22 21:19:24,Awaiting,2016-12-25,2017-01-06
132,772,21326,2016-12-17 13:15:47,Confirmed,2016-12-27,2017-01-02
133,525,21326,2016-12-21 18:48:50,Confirmed,2016-12-28,2017-01-03
134,350,21326,2016-12-08 08:38:12,Confirmed,2016-12-30,2017-01-11
135,2880,21326,2016-12-02 03:10:39,Awaiting,2016-12-31,2017-01-07
136,3222,21326,2016-12-18 08:44:40,Paid,2017-01-03,2017-01-14
137,3611,21326,2016-12-11 01:56:47,Paid,2017-01-05,2017-01-13
138,1236,21326,2017-01-03 01:57:46,Confirmed,2017-01-07,2017-01-09
139,3441,21326,2016-12-25 06:54:20,Awaiting,2017-01-08,2017-01-18
140,843,21326,2016-12-31 06:08:25,Awaiting,2017-01-11,2017-01-18
141,1632,21326,2017-01-03 09:53:41,Paid,2017-01-13,2017-01-24
142,1062,21326,2017-01-04 14:18:07,Awaiting,2017-01-14,2017-01-20
143,1474,21326,2016-12-22 01:17:16,Awaiting,2017-01-16,2017-01-25
144,102,21326,2016-12-29 18:54:02,Confirmed,2017-01-16,2017-01-21
145,3796,21326,2016-12-22 06:14:12,Awaiting,2017-01-19,2017-01-23
146,760,21326,2017-01-10 18:43:59,Awaiting,2017-01-19,2017-01-25
147,420,21326,2017-01-10 17:19:18,Awaiting,2017-01-20,2017-01-28
148,3867,21326,2017-01-06 14:10:09,Awaiting,2017-01-23,2017-01-30
149,3935,21326,2017-01-08 13:21:45,Awaiting,2017-01-25,2017-01-27
150,3611,21326,2017-01-07 00:25:54,Awaiting,2017-01-28,2017-02-06
151,907,21326,2016-12-31 21:48:41,Awaiting,2017-01-30,2017-02-04
152,3202,21326,2017-01-18 16:49:41,Paid,2017-01-31,2017-02-04
153,495,21326,2017-01-15 05:29:01,Confirmed,2017-02-03,2017-02-05
154,3996,21326,2017-01-19 16:04:00,Awaiting,2017-02-03,2017-02-13
155,2797,21326,2017-02-01 22:23:14,Confirmed,2017-02-06,2017-02-09
156,1862,21326,2017-02-06 15:34:09,Awaiting,2017-02-09,2017-02-13
157,2088,21326,2017-01-16 10:43:20,Confirmed,2017-02-09,2017-02-16
158,318,21326,2017-01-31 18:31:00,Awaiting,2017-02-12,2017-02-15
159,3828,21326,2017-02-08 14:16:40,Awaiting,2017-02-14,2017-02-21
160,1927,21326,2017-02-05 05:57:15,Awaiting,2017-02-17,2017-02-23
161,2495,21326,2017-01-20 22:12:03,Confirmed,2017-02-17,2017-02-21
162,3051,21326,2017-02-17 08:41:30,Awaiting,2017-02-18,2017-02-26
163,563,21326,2017-02-10 11:54:57,Awaiting,2017-02-19,2017-02-24
164,1879,21326,2017-02-04 12:40:27,Awaiting,2017-02-21,2017-02-24
165,910,21326,2017-01-26 16:17:24,Awaiting,2017-02-23,2017-03-05
166,1924,21326,2017-02-19 05:32:10,Paid,2017-02-26,2017-03-03
167,1873,21326,2017-01-28 11:29:44,Awaiting,2017-02-26,2017-03-02
168,3936,21326,2017-02-17 03:33:43,Awaiting,2017-03-01,2017-03-10
169,889,21326,2017-02-18 07:25:08,Confirmed,2017-03-01,2017-03-11
170,1196,21326,2017-02-26 10:08:24,Confirmed,2017-03-04,2017-03-04
171,3368,21326,2017-02-22 06:01:03,Paid,2017-03-07,2017-03-13
172,1461,21326,2017-02-11 08:20:46,Awaiting,2017-03-10,2017-03-20
173,3883,21326,2017-02-17 21:14:47,Awaiting,2017-03-11,2017-03-12
174,206,21326,2017-02-21 21:32:44,Paid,2017-03-13,2017-03-16
175,1880,21326,2017-02-19 09:25:40,Confirmed,2017-03-15,2017-03-17
176,3097,21326,2017-02-28 20:10:42,Paid,2017-03-16,2017-03-21
177,2612,21326,2017-02-21 05:08:34,Confirmed,2017-03-19,2017-03-27
178,2334,21326,2017-02-23 17:07:49,Paid,2017-03-20,2017-03-26
179,2801,21326,2017-03-20 14:32:45,Confirmed,2017-03-23,2017-03-24
180,2860,21326,2017-03-16 12:20:00,Awaiting,2017-03-23,2017-04-04
181,3400,21326,2017-03-12 07:52:33,Awaiting,2017-03-24,2017-03-26
182,238,21326,2017-03-14 11:28:03,Confirmed,2017-03-27,2017-03-28
183,791,21326,2017-03-09 14:27:22,Confirmed,2017-03-30,2017-04-06
184,2932,21326,2017-03-29 20:08:28,Paid,2017-04-02,2017-04-11
185,2071,21326,2017-04-02 09:38:31,Paid,2017-04-03,2017-04-09
186,1166,21326,2017-03-20 08:19:03,Awaiting,2017-04-06,2017-04-09
187,3461,21326,2017-03-25 02:36:47,Paid,2017-04-06,2017-04-15
188,2975,21326,2017-03-25 12:11:40,Confirmed,2017-04-06,2017-04-15
189,1910,21326,2017-03-12 05:55:44,Paid,2017-04-09,2017-04-12
190,183,21326,2017-03-16 01:22:23,Awaiting,2017-04-10,2017-04-18
191,3768,21326,2017-04-11 11:04:32,Awaiting,2017-04-13,2017-04-22
192,1474,21326,2017-03-20 13:05:11,Awaiting,2017-04-15,2017-04-25
193,3980,21326,2017-03-25 08:11:22,Awaiting,2017-04-18,2017-04-23
194,2792,21326,2017-04-06 09:48:44,Paid,2017-04-21,2017-04-28
195,2202,18300,2016-11-13 22:19:38,Paid,2016-11-20,2016-11-26
196,3744,18300,2016-10-25 10:32:50,Paid,2016-11-23,2016-11-24
197,3433,18300,2016-11-14 01:21:56,Paid,2016-11-23,2016-12-05
198,1975,18300,2016-10-24 21:45:25,Awaiting,2016-11-23,2016-11-27
199,594,18300,2016-10-29 04:48:09,Awaiting,2016-11-23,2016-11-30
200,259,18300,2016-11-21 21:49:04,Awaiting,2016-11-25,2016-12-03
201,177,18300,2016-11-20 01:16:24,Awaiting,2016-11-28,2016-12-04
202,1451,18300,2016-11-11 06:59:45,Confirmed,2016-11-30,2016-12-12
203,1851,18300,2016-11-05 02:35:36,Awaiting,2016-12-01,2016-12-07
204,442,18300,2016-11-25 17:13:44,Paid,2016-12-02,2016-12-07
205,2790,18300,2016-11-15 16:42:25,Confirmed,2016-12-03,2016-12-11
206,2812,18300,2016-11-08 06:11:58,Awaiting,2016-12-04,2016-12-09
207,1734,18300,2016-11-24 20:02:30,Awaiting,2016-12-06,2016-12-08
208,2832,18300,2016-11-22 19:06:45,Paid,2016-12-06,2016-12-14
209,301,18300,2016-11-13 13:42:01,Paid,2016-12-08,2016-12-14
210,331,18300,2016-12-02 10:17:22,Awaiting,2016-12-08,2016-12-10
211,3937,18300,2016-11-29 00:03:06,Awaiting,2016-12-10,2016-12-19
212,2119,18300,2016-11-15 23:58:37,Awaiting,2016-12-13,2016-12-20
213,692,18300,2016-12-07 06:55:58,Confirmed,2016-12-14,2016-12-16
214,1895,18300,2016-12-09 07:10:18,Paid,2016-12-17,2016-12-19
215,896,18300,2016-12-07 23:07:12,Awaiting,2016-12-19,2016-12-26
216,2700,18300,2016-11-29 22:36:01,Confirmed,2016-12-19,2016-12-20
217,3250,18300,2016-11-23 05:39:57,Awaiting,2016-12-21,2016-12-26
218,1383,18300,2016-12-22 08:32:20,Confirmed,2016-12-23,2017-01-03
219,3625,18300,2016-12-02 13:59:28,Paid,2016-12-23,2017-01-02
220,3945,18300,2016-12-23 23:09:37,Confirmed,2016-12-24,2016-12-27
221,1634,18300,2016-12-16 15:01:22,Awaiting,2016-12-26,2017-01-04
222,766,18300,2016-12-25 12:47:58,Confirmed,2016-12-29,2017-01-10
223,2961,18300,2016-12-17 06:41:16,Awaiting,2016-12-30,2017-01-04
224,2059,18300,2016-12-16 23:42:38,Awaiting,2016-12-31,2017-01-08
225,1822,18300,2016-12-30 18:34:44,Paid,2016-12-31,2017-01-08
226,3729,18300,2016-12-01 02:13:26,Awaiting,2016-12-31,2017-01-01
227,1157,18300,2016-12-09 08:07:15,Paid,2016-12-31,2017-01-12
228,1335,18300,2016-12-30 03:12:29,Awaiting,2016-12-31,2017-01-12
229,755,18300,2016-12-10 12:26:08,Awaiting,2017-01-02,2017-01-12
230,3886,18300,2016-12-31 23:10:53,Awaiting,2017-01-05,2017-01-11
231,1103,18300,2016-12-22 13:55:26,Confirmed,2017-01-05,2017-01-13
232,3513,18300,2017-01-05 10:18:22,Paid,2017-01-07,2017-01-19
233,1713,18300,2016-12-15 00:19:55,Paid,2017-01-08,2017-01-19
234,204,18300,2016-12-19 12:05:58,Awaiting,2017-01-11,2017-01-16
235,618,18300,2016-12-16 16:17:56,Awaiting,2017-01-11,2017-01-14
236,1082,18300,2016-12-31 22:49:48,Confirmed,2017-01-11,2017-01-19
237,2012,18300,2016-12-25 17:33:58,Paid,2017-01-12,2017-01-23
238,124,18300,2017-01-06 10:21:10,Confirmed,2017-01-12,2017-01-15
239,503,18300,2017-01-05 05:39:59,Awaiting,2017-01-13,2017-01-21
240,173,18300,2016-12-17 09:01:49,Awaiting,2017-01-13,2017-01-18
241,3497,18300,2016-12-25 14:49:19,Awaiting,2017-01-13,2017-01-16
242,1995,18300,2016-12-31 15:12:03,Awaiting,2017-01-13,2017-01-20
243,2638,18300,2016-12-27 03:08:34,Awaiting,2017-01-13,2017-01-15
244,3167,18300,2016-12-18 02:53:44,Confirmed,2017-01-13,2017-01-22
245,3022,18300,2016-12-18 07:58:10,Paid,2017-01-13,2017-01-16
246,3964,18300,2016-12-20 08:59:47,Confirmed,2017-01-16,2017-01-21
247,2810,18300,2016-12-17 19:03:31,Awaiting,2017-01-16,2017-01-17
248,2736,18300,2016-12-21 15:42:05,Awaiting,2017-01-17,2017-01-18
249,125,18300,2016-12-20 20:45:02,Awaiting,2017-01-17,2017-01-27
250,3047,18300,2016-12-31 22:59:28,Awaiting,2017-01-19,2017-01-29
251,3254,18300,2016-12-21 16:37:16,Confirmed,2017-01-20,2017-01-26
252,937,18300,2017-01-10 17:59:36,Awaiting,2017-01-20,2017-01-25
253,1042,18300,2016-12-23 10:16:40,Confirmed,2017-01-21,2017-01-22
254,1454,18300,2017-01-14 11:25:47,Awaiting,2017-01-23,2017-02-03
255,371,18300,2016-12-29 22:52:59,Awaiting,2017-01-25,2017-02-04
256,1111,18300,2017-01-05 05:33:43,Awaiting,2017-01-26,2017-02-06
257,1776,18300,2017-01-22 23:19:12,Confirmed,2017-01-29,2017-02-07
258,3164,18300,2017-01-24 04:58:02,Awaiting,2017-01-29,2017-02-05
259,3367,18300,2017-01-27 21:20:59,Awaiting,2017-01-29,2017-02-06
260,154,18300,2017-01-13 07:36:39,Paid,2017-01-29,2017-02-05
261,901,18300,2017-01-03 11:41:17,Confirmed,2017-01-31,2017-02-03
262,1139,18300,2017-01-07 14:31:44,Awaiting,2017-02-02,2017-02-10
263,692,18300,2017-01-27 13:13:26,Awaiting,2017-02-05,2017-02-14
264,3797,18300,2017-01-08 15:21:12,Paid,2017-02-05,2017-02-08
265,2382,18300,2017-01-19 23:09:31,Awaiting,2017-02-07,2017-02-10
266,3412,18300,2017-01-26 19:13:13,Confirmed,2017-02-08,2017-02-16
267,3234,18300,2017-02-07 16:14:19,Confirmed,2017-02-11,2017-02-18
268,192,18300,2017-01-26 06:26:51,Awaiting,2017-02-14,2017-02-16
269,3731,18300,2017-02-10 07:25:48,Paid,2017-02-17,2017-02-22
270,598,18300,2017-01-28 19:18:48,Awaiting,2017-02-18,2017-02-22
271,735,18300,2017-02-10 13:28:03,Awaiting,2017-02-21,2017-03-03
272,871,18300,2017-02-21 15:00:09,Confirmed,2017-02-23,2017-02-27
273,3406,18300,2017-01-28 08:20:29,Paid,2017-02-26,2017-03-06
274,451,18300,2017-02-16 21:38:23,Confirmed,2017-02-27,2017-03-06
275,1432,18300,2017-02-18 09:20:22,Paid,2017-03-02,2017-03-09
276,3991,18300,2017-02-16 23:03:15,Confirmed,2017-03-03,2017-03-12
277,3315,18300,2017-02-26 04:21:24,Awaiting,2017-03-05,2017-03-09
278,2482,18300,2017-02-24 14:38:51,Confirmed,2017-03-07,2017-03-17
279,3928,18300,2017-02-18 14:00:37,Confirmed,2017-03-07,2017-03-12
280,12,18300,2017-02-27 15:56:53,Paid,2017-03-09,2017-03-20
281,2225,18300,2017-03-04 19:22:37,Awaiting,2017-03-12,2017-03-21
282,1180,18300,2017-03-08 13:05:50,Awaiting,2017-03-12,2017-03-17
283,1783,18300,2017-02-27 21:18:42,Awaiting,2017-03-13,2017-03-20
284,1980,18300,2017-02-19 15:02:56,Awaiting,2017-03-15,2017-03-26
285,2879,18300,2017-03-10 10:29:39,Confirmed,2017-03-17,2017-03-20
286,123,18300,2017-02-22 07:21:34,Confirmed,2017-03-19,2017-03-22
287,1363,18300,2017-03-10 05:22:25,Awaiting,2017-03-19,2017-03-23
288,2572,18300,2017-02-24 10:45:13,Awaiting,2017-03-20,2017-03-27
289,2178,18300,2017-03-04 21:41:06,Confirmed,2017-03-21,2017-04-01
290,418,18300,2017-03-07 15:21:09,Paid,2017-03-21,2017-03-24
291,969,18300,2017-03-21 04:32:11,Paid,2017-03-23,2017-03-29
292,2652,18300,2017-03-06 14:17:14,Awaiting,2017-03-23,2017-04-01
293,1785,18300,2017-02-22 22:18:59,Awaiting,2017-03-23,2017-03-31
294,3807,18300,2017-03-17 10:14:56,Awaiting,2017-03-25,2017-04-03
295,3387,18300,2017-03-14 10:55:58,Awaiting,2017-03-25,2017-03-30
296,3099,18300,2017-03-22 19:28:18,Confirmed,2017-03-28,2017-03-31
297,2582,18300,2017-03-25 22:00:33,Awaiting,2017-03-28,2017-04-01
298,3145,18300,2017-02-28 11:48:14,Confirmed,2017-03-30,2017-04-04
299,823,18300,2017-03-16 19:59:21,Confirmed,2017-04-02,2017-04-06
300,399,18300,2017-03-17 17:35:03,Awaiting,2017-04-03,2017-04-11
301,2813,18300,2017-03-14 08:51:39,Confirmed,2017-04-04,2017-04-08
302,3019,18300,2017-03-26 02:41:04,Paid,2017-04-04,2017-04-16
303,3531,18300,2017-03-08 11:48:35,Confirmed,2017-04-06,2017-04-11
304,216,18300,2017-03-25 11:12:49,Awaiting,2017-04-06,2017-04-15
305,1555,18300,2017-04-07 18:58:05,Confirmed,2017-04-09,2017-04-17
306,1556,18300,2017-03-22 04:07:44,Awaiting,2017-04-11,2017-04-17
307,3795,18300,2017-03-26 09:32:29,Confirmed,2017-04-11,2017-04-20
308,3222,18300,2017-04-01 08:19:58,Awaiting,2017-04-12,2017-04-20
309,142,18300,2017-04-12 21:55:26,Awaiting,2017-04-15,2017-04-22
310,542,18300,2017-04-14 16:09:56,Awaiting,2017-04-16,2017-04-21
311,54,18300,2017-03-27 14:12:34,Awaiting,2017-04-18,2017-04-27
312,3584,18300,2017-04-07 06:43:05,Confirmed,2017-04-18,2017-04-28
313,713,18300,2017-03-24 10:48:41,Confirmed,2017-04-21,2017-04-27
314,3325,34318,2016-10-19 07:23:13,Confirmed,2016-11-18,2016-11-27
315,2220,34318,2016-11-14 01:34:31,Paid,2016-11-19,2016-11-28
316,3400,34318,2016-10-27 00:32:41,Awaiting,2016-11-21,2016-11-29
317,1251,34318,2016-11-22 23:14:32,Paid,2016-11-23,2016-12-02
318,2072,34318,2016-11-05 02:31:34,Awaiting,2016-11-24,2016-12-03
319,1653,34318,2016-11-09 06:52:30,Confirmed,2016-11-24,2016-12-03
320,3126,34318,2016-11-18 19:34:35,Awaiting,2016-11-25,2016-12-01
321,588,34318,2016-11-24 17:36:38,Paid,2016-11-28,2016-11-29
322,1548,34318,2016-11-28 08:48:01,Awaiting,2016-11-29,2016-12-04
323,1484,34318,2016-11-03 02:23:57,Confirmed,2016-12-02,2016-12-05
324,457,34318,2016-11-04 00:09:05,Awaiting,2016-12-03,2016-12-08
325,277,34318,2016-11-29 22:55:28,Awaiting,2016-12-06,2016-12-15
326,212,34318,2016-11-14 01:00:49,Paid,2016-12-08,2016-12-15
327,156,34318,2016-11-08 17:14:14,Paid,2016-12-08,2016-12-15
328,107,34318,2016-11-28 16:05:13,Paid,2016-12-09,2016-12-20
329,2087,34318,2016-12-07 17:22:56,Awaiting,2016-12-11,2016-12-15
330,3540,34318,2016-12-12 23:32:59,Paid,2016-12-13,2016-12-24
331,3898,34318,2016-12-09 16:17:11,Paid,2016-12-13,2016-12-21
332,2799,34318,2016-11-20 00:01:25,Confirmed,2016-12-16,2016-12-27
333,926,34318,2016-11-30 02:39:53,Awaiting,2016-12-17,2016-12-24
334,701,34318,2016-11-28 07:13:03,Awaiting,2016-12-17,2016-12-30
335,60,34318,2016-11-19 21:27:59,Awaiting,2016-12-17,2016-12-27
336,3917,34318,2016-11-30 04:07:33,Confirmed,2016-12-20,2016-12-29
337,2487,34318,2016-11-29 15:46:53,Awaiting,2016-12-23,2016-12-29
338,2824,34318,2016-12-11 22:48:59,Paid,2016-12-25,2016-12-31
339,3105,34318,2016-11-26 17:44:20,Paid,2016-12-25,2016-12-30
340,3218,34318,2016-12-08 04:49:43,Paid,2016-12-26,2017-01-02
341,3622,34318,2016-12-22 02:33:36,Paid,2016-12-28,2016-12-31
342,1145,34318,2016-12-19 22:19:36,Awaiting,2016-12-29,2017-01-04
343,1951,34318,2016-12-31 16:47:13,Awaiting,2017-01-01,2017-01-07
344,776,34318,2016-12-26 00:17:25,Awaiting,2017-01-04,2017-01-10
345,1955,34318,2016-12-29 07:50:48,Awaiting,2017-01-06,2017-01-12
346,2426,34318,2016-12-30 07:30:46,Awaiting,2017-01-07,2017-01-13
347,1670,34318,2016-12-15 21:12:03,Paid,2017-01-08,2017-01-17
