2,110,6,3
2,111,3,4
2,112,2,8
2,113,5,2
2,114,3,3
2,115,3,2
2,116,3,5
2,117,3,1
2,118,1,4
2,119,5,7
2,120,5,9
2,121,6,9
2,122,3,6
2,123,3,6
2,124,4,2
2,125,2,2
2,126,6,6
2,127,4,9
2,128,2,9
2,129,6,6
2,130,5,4
2,131,1,8
2,132,5,1
2,133,5,7
2,134,4,6
2,135,4,10
2,136,4,3
2,137,2,1
2,138,3,6
2,139,5,2
2,140,5,4
2,141,4,5
2,142,6,2
2,143,3,7
2,144,5,5
2,145,1,4
2,146,3,6
2,147,4,4
2,148,2,5
2,149,5,5
2,150,4,1
2,151,1,1
2,152,2,5
2,153,5,5
2,154,2,4
2,155,1,4
2,156,1,7
2,157,3,8
2,158,2,5
2,159,2,5
2,160,5,6
2,161,2,2
2,162,1,6
2,163,2,6
2,164,3,8
2,165,5,2
2,166,4,2
2,167,6,8
2,168,4,6
2,169,6,8
2,170,6,6
2,171,5,6
2,172,4,6
2,173,1,6
2,174,5,4
2,175,6,1
2,176,6,5
2,177,2,7
2,178,3,1
2,179,3,6
2,180,4,5
2,181,3,1
2,182,2,4
2,183,3,9
2,184,4,4
2,185,5,10
2,186,2,4
2,187,1,4
2,188,1,5
2,189,4,4
2,190,5,4
2,191,3,5
2,192,6,1
2,193,2,5
2,194,2,7
2,195,5,10
2,196,4,5
2,197,5,1
2,198,6,5
2,199,2,6
2,200,6,6
3,1,6,1
3,2,4,1
3,3,4,8
3,4,4,4
3,5,1,3
3,6,5,5
3,7,4,5
3,8,5,1
3,9,4,4
3,10,1,3
3,11,6,6
3,12,5,4
3,13,5,7
3,14,3,5
3,15,1,2
3,16,2,5
3,17,1,4
3,18,4,5
3,19,4,6
3,20,4,6
3,21,2,8
3,22,2,6
3,23,6,8
3,24,2,5
3,25,1,4
3,26,2,6
3,27,2,4
3,28,1,7
3,29,2,5
3,30,1,5
3,31,2,8
3,32,6,1
3,33,6,8
3,34,1,3
3,35,6,4
3,36,4,3
3,37,1,4
3,38,1,3
3,39,2,4
3,40,4,7
3,41,1,7
3,42,1,6
3,43,3,8
3,44,2,4
3,45,5,6
3,46,3,6
3,47,5,6
3,48,2,7
3,49,4,7
3,50,5,8
3,51,5,1
3,52,2,4
3,53,3,2
3,54,2,6
3,55,5,6
3,56,6,4
3,57,1,2
3,58,5,8
3,59,4,2
3,60,5,4
3,61,5,5
3,62,3,7
3,63,3,4
3,64,4,7
3,65,1,3
3,66,2,8
3,67,3,9
3,68,5,3
3,69,3,9
3,70,1,8
3,71,6,1
3,72,1,8
3,73,1,4
3,74,4,5
3,75,5,1
3,76,4,5
3,77,4,3
3,78,2,3
3,79,6,8
3,80,5,5
3,81,4,6
3,82,1,5
3,83,6,6
3,84,2,5
3,85,3,4
3,86,4,7
3,87,2,5
3,88,1,7
3,89,1,4
3,90,2,4
3,91,3,9
3,92,2,5
3,93,3,5
3,94,1,2
3,95,1,4
3,96,5,5
3,97,6,6
3,98,4,6
3,99,3,5
3,100,4,4
3,101,5,9
3,102,4,5
3,103,3,2
3,104,1,8
3,105,5,9
3,106,6,6
3,107,3,4
3,108,4,4
3,109,1,3
3,110,6,7
3,111,3,3
3,112,2,3
3,113,1,3
3,114,1,5
3,115,6,10
3,116,5,3
3,117,5,4
3,118,6,6
3,119,2,9
3,120,4,9
3,121,5,4
3,122,6,4
3,123,4,6
3,124,1,4
3,125,2,7
3,126,4,2
3,127,6,5
3,128,5,4
3,129,4,1
3,130,4,4
3,131,3,3
3,132,6,4
3,133,2,11
3,134,4,2
3,135,2,1
3,136,5,8
3,137,5,4
3,138,1,2
3,139,6,5
3,140,2,3
3,141,1,3
3,142,2,6
3,143,3,7
3,144,3,2
3,145,2,5
3,146,1,7
3,147,5,6
3,148,4,4
3,149,3,8
3,150,5,7
3,151,1,5
3,152,1,2
3,153,4,1
3,154,1,8
3,155,6,9
3,156,1,11
3,157,5,3
3,158,5,12
3,159,1,5
3,160,1,11
3,161,4,2
3,162,1,5
3,163,1,6
3,164,1,6
3,165,2,1
3,166,2,4
3,167,2,7
3,168,6,6
3,169,6,6
3,170,6,6
3,171,1,5
3,172,4,4
3,173,3,4
3,174,1,8
3,175,4,4
3,176,4,6
3,177,3,8
3,178,4,4
3,179,1,3
3,180,6,10
3,181,2,5
3,182,6,2
3,183,6,8
3,184,3,3
3,185,2,7
3,186,5,4
3,187,4,6
3,188,5,3
3,189,6,3
3,190,5,12
3,191,1,7
3,192,2,1
3,193,1,6
3,194,6,8
3,195,2,6
3,196,1,6
3,197,6,2
3,198,1,3
3,199,6,7
3,200,1,4
4,1,4,3
4,2,1,9
4,3,5,6
4,4,1,5
4,5,5,7
4,6,4,7
4,7,6,6
4,8,4,2
4,9,6,7
4,10,4,6
4,11,2,3
4,12,6,6
4,13,2,2
4,14,3,6
4,15,3,4
4,16,3,6
4,17,1,7
4,18,5,4
4,19,5,5
4,20,3,1
4,21,4,5
4,22,1,5
4,23,3,4
4,24,6,4
4,25,5,4
4,26,5,1
4,27,6,5
4,28,6,5
4,29,4,4
4,30,4,4
4,31,1,6
4,32,4,1
4,33,5,3
4,34,4,9
4,35,4,6
4,36,2,8
4,37,5,7
4,38,5,8
4,39,5,6
4,40,3,6
4,41,1,2
4,42,5,3
4,43,2,1
4,44,3,1
4,45,2,2
4,46,2,3
4,47,2,6
4,48,6,2
4,49,6,5
4,50,4,4
4,51,5,6
4,52,4,3
4,53,2,6
4,54,4,2
4,55,4,3
4,56,4,4
4,57,2,2
4,58,2,1
4,59,4,4
4,60,3,6
4,61,6,6
4,62,3,6
4,63,5,4
4,64,1,10
4,65,4,5
4,66,3,2
4,67,6,5
4,68,1,8
4,69,3,3
4,70,3,8
4,71,6,2
4,72,4,5
4,73,6,8
4,74,3,10
4,75,4,3
4,76,6,5
4,77,2,6
4,78,2,5
4,79,1,3
4,80,1,4
4,81,4,5
4,82,6,10
4,83,6,2
4,84,1,3
4,85,6,4
4,86,2,9
4,87,6,5
4,88,2,4
4,89,3,4
4,90,2,6
4,91,5,4
4,92,1,5
4,93,3,6
4,94,1,5
4,95,4,5
4,96,1,2
4,97,5,8
4,98,1,4
4,99,5,11
4,100,2,3
4,101,2,2
4,102,1,5
4,103,2,6
4,104,6,4
4,105,6,7
4,106,3,4
4,107,5,4
4,108,2,5
4,109,5,7
4,110,2,6
4,111,1,6
4,112,3,3
4,113,3,6
4,114,2,4
4,115,1,5
4,116,1,2
4,117,1,4
4,118,2,6
4,119,2,6
4,120,2,6
4,121,1,3
4,122,1,3
4,123,4,5
4,124,1,1
4,125,6,6
4,126,2,4
4,127,2,1
4,128,5,4
4,129,4,4
4,130,6,4
4,131,6,6
4,132,2,8
4,133,5,6
4,134,6,5
4,135,6,7
4,136,4,6
4,137,6,8
4,138,4,6
4,139,6,5
4,140,2,5
4,141,1,6
4,142,3,1
4,143,2,8
4,144,1,5
4,145,4,4
4,146,5,5
4,147,6,10
4,148,2,6
4,149,3,6
4,150,3,6
4,151,1,5
4,152,6,3
4,153,4,4
4,154,2,5
4,155,1,5
4,156,5,6
4,157,1,7
4,158,1,2
4,159,5,4
4,160,5,5
4,161,4,8
4,162,5,2
4,163,4,7
4,164,3,3
4,165,1,5
4,166,1,3
4,167,3,4
4,168,4,8
4,169,5,2
4,170,3,3
4,171,6,2
4,172,3,8
4,173,2,1
4,174,6,6
4,175,2,5
4,176,2,3
4,177,1,2
4,178,3,6
4,179,6,6
4,180,2,3
4,181,5,10
4,182,5,4
4,183,2,8
4,184,1,11
4,185,5,5
4,186,1,2
4,187,5,6
4,188,4,5
4,189,4,9
4,190,6,6
4,191,2,5
4,192,4,4
4,193,1,10
4,194,6,2
4,195,2,4
4,196,4,1
4,197,1,8
4,198,1,5
4,199,4,3
4,200,4,1
5,1,2,3
5,2,4,5
5,3,5,11
5,4,2,2
5,5,6,8
5,6,6,4
5,7,5,6
5,8,1,4
5,9,1,3
5,10,5,8
5,11,6,5
5,12,4,3
5,13,3,3
5,14,3,5
5,15,6,4
5,16,3,1
5,17,4,3
5,18,6,4
5,19,2,4
5,20,2,10
5,21,4,2
5,22,3,6
5,23,2,3
5,24,2,1
5,25,5,6
5,26,3,12
5,27,1,7
5,28,1,5
5,29,4,3
5,30,3,4
5,31,4,3
5,32,2,5
5,33,4,4
5,34,1,8
5,35,4,6
5,36,2,10
5,37,5,9
5,38,6,5
5,39,2,1
5,40,6,9
5,41,3,6
5,42,3,9
5,43,5,5
5,44,2,3
5,45,5,8
5,46,5,6
5,47,5,1
5,48,3,4
5,49,2,9
5,50,6,9
5,51,4,11
5,52,4,2
5,53,4,7
5,54,6,4
5,55,1,3
5,56,6,6
5,57,5,8
5,58,1,3
5,59,1,1
5,60,6,7
5,61,6,4
5,62,2,5
5,63,5,1
5,64,2,7
5,65,3,5
5,66,1,4
5,67,5,11
5,68,1,3
5,69,4,4
5,70,2,3
5,71,1,3
5,72,1,5
5,73,6,5
5,74,1,3
5,75,6,3
5,76,6,5
5,77,2,7
5,78,1,1
5,79,2,2
5,80,4,1
5,81,6,2
5,82,5,4
5,83,1,10
5,84,3,3
5,85,2,1
5,86,6,7
5,87,5,6
5,88,5,5
5,89,1,2
5,90,6,1
5,91,6,2
5,92,4,1
5,93,4,6
5,94,3,5
5,95,6,11
5,96,4,4
5,97,3,2
5,98,5,5
5,99,5,9
5,100,4,7
5,101,5,7
5,102,1,4
5,103,5,5
5,104,5,1
5,105,5,2
5,106,4,3
5,107,1,12
5,108,5,3
5,109,1,4
5,110,1,7
5,111,1,3
5,112,4,6
5,113,3,4
5,114,4,12
5,115,3,8
5,116,6,1
5,117,6,7
5,118,2,5
5,119,6,12
5,120,6,5
5,121,1,5
5,122,5,5
5,123,1,5
5,124,2,5
5,125,4,3
5,126,1,4
5,127,6,4
5,128,5,9
5,129,1,1
5,130,2,6
5,131,6,5
5,132,5,2
5,133,5,1
5,134,3,1
5,135,3,2
5,136,2,5
5,137,3,6
5,138,1,1
5,139,3,5
5,140,6,8
5,141,2,5
5,142,5,3
5,143,5,4
5,144,2,6
5,145,3,1
5,146,2,7
5,147,4,5
5,148,3,3
5,149,6,2
5,150,1,6
5,151,2,6
5,152,3,4
5,153,2,2
5,154,2,3
5,155,6,4
5,156,4,3
5,157,1,3
5,158,4,7
5,159,1,8
5,160,2,3
5,161,2,4
5,162,5,3
5,163,5,6
5,164,2,7
5,165,2,3
5,166,5,7
5,167,2,7
5,168,5,4
5,169,5,4
5,170,4,9
5,171,6,3
5,172,4,5
5,173,4,2
5,174,6,5
5,175,1,1
5,176,6,6
5,177,4,9
5,178,5,6
5,179,3,8
5,180,4,1
5,181,3,3
5,182,6,6
5,183,6,1
5,184,3,3
5,185,4,4
5,186,4,8
5,187,6,7
5,188,3,1
5,189,6,9
5,190,2,8
5,191,3,9
5,192,2,4
5,193,1,5
5,194,5,3
5,195,2,1
5,196,4,5
5,197,1,7
5,198,1,4
5,199,5,8
5,200,6,1
6,1,6,1
6,2,5,8
6,3,2,9
6,4,5,3
6,5,4,4
6,6,6,6
6,7,3,7
6,8,6,3
6,9,3,4
6,10,5,10
6,11,1,3
6,12,4,5
6,13,4,3
6,14,5,5
6,15,2,6
6,16,2,2
6,17,5,5
6,18,1,6
6,19,3,4
6,20,5,1
6,21,3,3
6,22,2,7
6,23,5,3
6,24,4,3
6,25,6,5
6,26,4,5
6,27,3,1
6,28,3,4
6,29,5,3
6,30,1,5
6,31,3,9
6,32,3,5
6,33,2,5
6,34,2,5
6,35,2,3
6,36,4,5
6,37,6,7
6,38,6,8
6,39,6,6
6,40,3,1
6,41,3,4
6,42,5,8
6,43,3,5
6,44,6,6
6,45,3,6
6,46,2,3
6,47,1,1
6,48,6,6
6,49,1,5
6,50,1,2
6,51,5,9
6,52,3,1
6,53,2,4
6,54,2,1
6,55,6,4
6,56,3,7
6,57,2,1
6,58,1,5
6,59,5,6
6,60,4,8
6,61,6,4
6,62,6,5
6,63,5,8
6,64,3,5
6,65,2,5
6,66,4,5
6,67,6,4
6,68,4,10
6,69,6,8
6,70,5,1
6,71,5,8
6,72,4,5
6,73,3,5
6,74,3,8
6,75,4,1
6,76,6,8
6,77,1,1
6,78,2,6
6,79,5,9
6,80,3,3
6,81,1,4
6,82,1,8
6,83,6,8
6,84,5,7
6,85,2,8
6,86,1,8
6,87,1,3
6,88,5,7
6,89,2,6
6,90,4,2
6,91,1,2
6,92,1,5
6,93,2,5
6,94,2,10
6,95,1,5
6,96,2,7
6,97,1,5
6,98,5,7
6,99,6,1
6,100,4,6
6,101,4,10
6,102,2,5
6,103,4,3
6,104,6,2
6,105,4,2
6,106,6,3
6,107,5,6
6,108,4,4
6,109,1,6
6,110,2,5
6,111,4,3
6,112,6,6
6,113,1,3
6,114,2,2
6,115,2,1
6,116,2,1
6,117,4,3
6,118,4,9
6,119,4,3
6,120,5,4
6,121,1,4
6,122,4,2
6,123,3,2
6,124,5,7
6,125,3,5
6,126,5,2
6,127,6,4
6,128,1,8
6,129,3,3
6,130,2,8
6,131,6,4
6,132,6,6
6,133,5,5
6,134,4,5
6,135,2,4
6,136,3,3
6,137,3,4
6,138,5,5
6,139,4,4
6,140,1,6
6,141,4,2
6,142,1,3
6,143,3,7
6,144,4,12
6,145,5,4
6,146,5,4
6,147,3,8
6,148,4,1
6,149,6,7
6,150,4,4
6,151,1,4
6,152,2,3
6,153,2,4
6,154,2,3
6,155,4,3
6,156,5,5
6,157,2,5
6,158,6,6
6,159,5,6
6,160,1,3
6,161,2,6
6,162,4,4
6,163,5,5
6,164,4,4
6,165,5,7
6,166,6,2
6,167,2,6
6,168,2,4
6,169,3,6
6,170,5,5
6,171,6,11
6,172,5,4
6,173,3,8
6,174,6,5
6,175,2,2
6,176,4,7
6,177,4,10
6,178,1,8
6,179,2,5
6,180,5,10
6,181,6,4
6,182,3,9
6,183,5,6
6,184,5,6
6,185,2,6
6,186,5,6
6,187,3,4
6,188,2,5
6,189,5,10
6,190,4,2
6,191,1,6
6,192,1,2
6,193,3,1
6,194,6,6
6,195,4,3
6,196,5,7
6,197,6,9
6,198,3,6
6,199,1,3
6,200,5,7
7,1,5,7
7,2,1,8
7,3,2,6
7,4,5,6
7,5,2,11
7,6,4,10
7,7,3,1
7,8,3,2
7,9,4,6
7,10,1,4
7,11,3,2
7,12,3,4
7,13,2,4
7,14,2,5
7,15,4,7
7,16,5,1
7,17,5,4
7,18,4,10
7,19,6,5
7,20,2,3
7,21,3,2
7,22,3,4
7,23,3,3
7,24,5,10
7,25,2,3
7,26,2,2
7,27,6,11
7,28,5,5
7,29,5,10
7,30,5,4
7,31,2,6
7,32,4,9
7,33,6,6
7,34,6,1
7,35,4,5
7,36,1,2
7,37,5,3
7,38,5,2
7,39,4,7
7,40,3,5
7,41,1,1
7,42,3,5
7,43,3,4
7,44,5,5
7,45,3,7
7,46,5,5
7,47,4,8
7,48,5,1
7,49,3,5
7,50,6,4
7,51,6,3
7,52,5,6
7,53,5,5
7,54,3,9
7,55,2,5
7,56,5,5
7,57,2,4
7,58,5,1
7,59,6,1
7,60,5,6
7,61,3,2
7,62,3,3
7,63,1,10
7,64,5,8
7,65,2,2
7,66,5,12
7,67,4,5
7,68,6,5
7,69,4,8
7,70,1,5
7,71,4,2
7,72,1,1
7,73,2,2
7,74,5,5
7,75,3,6
7,76,3,2
7,77,1,5
7,78,5,3
7,79,4,5
7,80,4,6
7,81,3,4
7,82,3,2
7,83,1,2
7,84,1,7
7,85,1,8
7,86,5,5
7,87,5,4
7,88,3,5
7,89,3,9
7,90,4,5
7,91,2,2
7,92,1,7
7,93,6,2
7,94,1,2
7,95,3,5
7,96,1,2
7,97,2,2
7,98,3,4
7,99,2,8
7,100,3,8
7,101,3,6
7,102,5,2
7,103,2,5
7,104,5,2
7,105,6,6
7,106,4,9
7,107,3,1
7,108,4,3
7,109,3,5
7,110,5,5
7,111,3,2
7,112,5,1
7,113,1,4
7,114,6,6
7,115,4,1
7,116,1,12
7,117,6,4
7,118,3,6
7,119,4,7
7,120,2,9
7,121,4,5
7,122,2,10
7,123,1,5
7,124,6,5
7,125,6,4
7,126,2,1
7,127,3,5
7,128,1,3
7,129,3,6
7,130,4,3
7,131,4,2
7,132,3,8
7,133,4,6
7,134,4,2
7,135,1,8
7,136,4,8
7,137,3,9
7,138,5,4
7,139,2,3
7,140,1,3
7,141,1,5
7,142,5,2
7,143,2,4
7,144,4,7
7,145,2,6
7,146,6,4
7,147,3,1
7,148,2,4
7,149,5,6
7,150,2,6
7,151,4,7
7,152,3,3
7,153,2,4
7,154,2,5
7,155,4,5
7,156,4,4
7,157,6,9
7,158,6,7
7,159,2,1
7,160,2,5
7,161,2,6
7,162,5,8
7,163,3,6
7,164,5,6
7,165,6,2
7,166,5,6
7,167,6,8
7,168,4,6
7,169,6,6
7,170,2,8
7,171,4,8
7,172,3,5
7,173,1,3
7,174,2,6
7,175,6,4
7,176,1,11
7,177,6,3
7,178,4,6
7,179,5,11
7,180,4,5
7,181,1,1
7,182,6,7
7,183,5,1
7,184,1,1
7,185,4,2
7,186,1,8
7,187,6,3
7,188,4,1
7,189,4,4
7,190,6,4
7,191,1,9
7,192,3,6
7,193,2,4
7,194,4,8
7,195,5,7
7,196,5,9
7,197,1,5
7,198,3,7
7,199,6,1
7,200,1,7
8,1,5,3
8,2,1,2
8,3,6,9
8,4,4,7
8,5,4,3
8,6,5,1
8,7,4,1
8,8,2,9
8,9,4,6
8,10,6,1
8,11,4,5
8,12,3,8
8,13,2,3
8,14,5,6
8,15,2,2
8,16,4,5
8,17,6,7
8,18,2,6
8,19,6,1
8,20,3,6
8,21,5,6
8,22,3,3
8,23,2,12
8,24,5,5
8,25,5,2
8,26,2,1
8,27,6,1
8,28,5,9
8,29,1,6
8,30,6,4
8,31,6,2
8,32,2,5
8,33,1,5
8,34,3,3
8,35,1,5
8,36,6,5
8,37,4,5
8,38,6,2
8,39,6,2
8,40,5,3
8,41,1,7
8,42,4,6
8,43,3,3
8,44,3,2
8,45,6,7
8,46,1,2
8,47,5,4
8,48,4,5
8,49,1,6
8,50,2,10
8,51,1,10
8,52,2,7
8,53,5,1
8,54,2,6
8,55,3,9
8,56,6,6
8,57,1,1
8,58,4,1
8,59,2,5
8,60,1,6
8,61,1,1
8,62,5,7
8,63,5,6
8,64,5,6
8,65,1,3
8,66,6,4
8,67,2,9
8,68,3,5
8,69,6,8
8,70,2,3
8,71,5,1
8,72,5,5
8,73,6,12
8,74,3,3
8,75,3,7
8,76,6,2
8,77,4,7
8,78,2,3
8,79,1,4
8,80,5,5
8,81,2,3
8,82,5,4
8,83,3,10
8,84,3,3
8,85,3,12
8,86,6,9
8,87,3,5
8,88,2,6
8,89,3,12
8,90,1,3
8,91,2,6
8,92,4,4
8,93,5,2
8,94,6,4
8,95,5,8
8,96,4,7
8,97,1,12
8,98,3,4
8,99,6,2
8,100,4,5
8,101,5,5
8,102,2,6
8,103,5,3
8,104,3,3
8,105,6,6
8,106,4,2
8,107,1,4
8,108,5,9
8,109,3,4
8,110,1,11
8,111,6,3
8,112,6,2
8,113,1,3
8,114,3,4
8,115,6,4
8,116,6,6
8,117,6,6
8,118,5,8
8,119,2,2
8,120,5,1
8,121,4,3
8,122,1,4
8,123,2,3
8,124,6,8
8,125,4,2
8,126,6,6
8,127,2,8
8,128,4,1
8,129,4,9
8,130,1,1
8,131,3,10
8,132,2,5
8,133,2,6
8,134,5,5
8,135,2,1
8,136,4,4
8,137,6,4
8,138,6,5
8,139,4,5
8,140,5,3
8,141,2,8
8,142,2,8
8,143,4,2
8,144,3,8
8,145,4,5
8,146,1,3
8,147,2,5
8,148,6,5
8,149,3,9
8,150,2,5
8,151,5,5
8,152,4,8
8,153,1,6
8,154,5,5
8,155,1,9
8,156,4,7
8,157,6,9
8,158,3,1
8,159,1,2
8,160,5,4
8,161,6,1
8,162,5,10
8,163,2,6
8,164,6,3
8,165,3,4
8,166,4,3
8,167,5,6
8,168,4,2
8,169,5,6
8,170,4,7
8,171,5,4
8,172,5,7
8,173,4,6
8,174,5,8
8,175,4,3
8,176,4,5
8,177,4,12
8,178,1,5
8,179,2,8
8,180,3,6
8,181,5,3
8,182,1,1
8,183,4,4
8,184,5,11
8,185,3,6
8,186,6,9
8,187,5,7
8,188,5,6
8,189,4,7
8,190,1,4
8,191,4,3
8,192,3,1
8,193,2,5
8,194,4,5
8,195,2,5
8,196,1,6
8,197,3,5
8,198,2,7
8,199,1,5
8,200,3,3
9,1,4,3
9,2,6,5
9,3,6,3
9,4,3,2
9,5,2,3
9,6,4,8
9,7,2,9
9,8,1,6
9,9,1,6
9,10,4,2
9,11,4,12
9,12,5,4
9,13,2,4
9,14,4,8
9,15,2,3
9,16,3,3
9,17,5,8
9,18,5,2
9,19,4,10
9,20,2,1
9,21,2,5
9,22,3,11
9,23,6,4
9,24,6,3
9,25,3,9
9,26,5,6
9,27,2,4
9,28,5,2
9,29,1,5
9,30,6,7
9,31,3,2
9,32,2,5
9,33,1,5
9,34,4,8
9,35,1,5
9,36,2,2
9,37,2,6
9,38,3,6
9,39,5,12
9,40,4,2
9,41,6,6
9,42,3,6
9,43,2,2
9,44,3,4
9,45,6,6
9,46,3,7
9,47,1,7
9,48,3,4
9,49,6,4
9,50,6,8
9,51,6,1
9,52,2,2
9,53,4,1
9,54,1,4
9,55,2,4
9,56,2,6
9,57,5,7
9,58,3,1
9,59,1,8
9,60,5,3
9,61,2,2
9,62,1,7
9,63,1,7
9,64,4,6
9,65,2,3
9,66,2,6
9,67,6,7
9,68,2,4
9,69,3,7
9,70,3,8
9,71,3,12
9,72,5,5
9,73,2,3
9,74,3,9
9,75,6,6
9,76,4,6
9,77,3,5
9,78,4,1
9,79,1,4
9,80,2,6
9,81,3,11
9,82,1,8
9,83,4,5
9,84,1,7
9,85,4,3
9,86,6,6
9,87,4,5
9,88,3,4
9,89,4,5
9,90,4,6
9,91,1,11
9,92,3,8
9,93,6,3
9,94,3,6
9,95,6,3
9,96,4,4
9,97,6,6
9,98,4,9
9,99,2,6
9,100,1,5
9,101,3,3
9,102,1,6
9,103,2,2
9,104,1,4
9,105,6,3
9,106,5,4
9,107,2,9
9,108,4,6
9,109,6,5
9,110,4,3
9,111,3,3
9,112,5,5
9,113,3,6
9,114,3,6
9,115,5,4
9,116,2,1
9,117,1,5
9,118,4,4
9,119,5,6
9,120,2,4
9,121,4,1
9,122,1,3
9,123,2,2
9,124,4,4
9,125,1,9
9,126,6,9
9,127,5,2
9,128,2,4
9,129,1,4
9,130,1,1
9,131,2,5
9,132,2,5
9,133,5,2
9,134,6,4
9,135,6,5
9,136,1,12
9,137,5,8
9,138,6,12
9,139,1,8
9,140,4,3
9,141,3,4
9,142,2,6
9,143,5,6
9,144,3,1
9,145,5,4
9,146,1,3
9,147,6,5
9,148,6,4
9,149,4,11
9,150,4,3
