21844,1108,2016-12-24 13:47:40,Confirmed,2017-01-01,2017-01-10
21851,1108,2016-12-18 02:40:32,Paid,2017-01-04,2017-01-10
21850,1108,2016-12-25 16:14:12,Awaiting,2017-01-04,2017-01-10
21846,1108,2016-12-07 12:43:24,Awaiting,2017-01-06,2017-01-14
21845,1108,2016-12-29 13:40:13,Paid,2017-01-09,2017-01-10
21848,1108,2016-12-16 21:57:04,Confirmed,2017-01-09,2017-01-13
21845,1108,2017-01-06 21:01:00,Paid,2017-01-11,2017-01-20
21850,1108,2016-12-27 03:47:19,Awaiting,2017-01-14,2017-01-25
21846,1108,2016-12-21 00:35:03,Confirmed,2017-01-14,2017-01-27
21850,1108,2016-12-19 02:11:47,Confirmed,2017-01-17,2017-01-25
21845,1108,2016-12-27 06:06:33,Awaiting,2017-01-18,2017-01-26
21850,1108,2017-01-02 18:57:43,Awaiting,2017-01-18,2017-01-23
21849,1108,2016-12-20 03:40:55,Awaiting,2017-01-18,2017-01-26
21847,1108,2016-12-27 13:21:28,Awaiting,2017-01-20,2017-01-30
21851,1108,2016-12-28 16:27:11,Confirmed,2017-01-22,2017-01-31
21847,1108,2016-12-27 22:18:54,Awaiting,2017-01-22,2017-01-24
21851,1108,2017-01-03 13:49:26,Paid,2017-01-23,2017-01-31
21851,1108,2016-12-31 11:01:12,Awaiting,2017-01-24,2017-02-06
21843,1108,2017-01-01 12:31:53,Confirmed,2017-01-25,2017-01-30
21851,1108,2017-01-11 12:15:07,Paid,2017-01-26,2017-02-01
21846,1108,2017-01-20 15:11:44,Awaiting,2017-01-29,2017-02-11
21842,1108,2017-01-03 12:32:52,Paid,2017-01-31,2017-02-13
21846,1108,2017-01-29 11:53:42,Awaiting,2017-02-03,2017-02-16
21843,1108,2017-01-13 12:40:33,Awaiting,2017-02-04,2017-02-13
21848,1108,2017-02-04 04:45:37,Confirmed,2017-02-06,2017-02-13
21844,1108,2017-01-10 00:33:17,Paid,2017-02-07,2017-02-18
21849,1108,2017-02-03 08:19:26,Awaiting,2017-02-07,2017-02-15
21844,1108,2017-02-03 18:25:37,Confirmed,2017-02-09,2017-02-17
21850,1108,2017-01-17 09:38:22,Awaiting,2017-02-10,2017-02-17
21848,1108,2017-02-02 20:41:19,Confirmed,2017-02-10,2017-02-17
21845,1108,2017-01-28 18:51:03,Confirmed,2017-02-11,2017-02-14
21849,1108,2017-02-07 01:11:42,Awaiting,2017-02-14,2017-02-19
21851,1108,2017-02-13 11:23:50,Confirmed,2017-02-17,2017-02-25
21843,1108,2017-01-27 04:00:40,Paid,2017-02-20,2017-02-27
21842,1108,2017-02-20 17:13:58,Awaiting,2017-02-23,2017-02-28
21850,1108,2017-02-09 17:11:04,Awaiting,2017-02-24,2017-03-02
21846,1108,2017-02-16 21:46:42,Awaiting,2017-02-27,2017-03-11
21843,1108,2017-02-03 07:11:24,Awaiting,2017-02-27,2017-03-09
21843,1108,2017-02-01 06:34:50,Confirmed,2017-03-02,2017-03-12
21849,1108,2017-02-02 00:23:23,Confirmed,2017-03-03,2017-03-06
21847,1108,2017-02-17 17:32:11,Awaiting,2017-03-04,2017-03-07
21848,1108,2017-02-21 15:27:00,Paid,2017-03-06,2017-03-12
21847,1108,2017-03-05 13:46:57,Confirmed,2017-03-07,2017-03-16
21847,1108,2017-02-26 09:54:15,Awaiting,2017-03-09,2017-03-13
21850,1108,2017-02-26 12:12:25,Awaiting,2017-03-11,2017-03-15
21845,1108,2017-02-14 00:40:49,Awaiting,2017-03-12,2017-03-19
21845,1108,2017-03-13 20:38:15,Confirmed,2017-03-15,2017-03-24
21848,1108,2017-02-15 09:51:47,Awaiting,2017-03-16,2017-03-24
21851,1108,2017-02-19 20:29:31,Paid,2017-03-19,2017-03-27
21842,1108,2017-02-24 07:03:08,Awaiting,2017-03-21,2017-04-02
21851,1108,2017-03-15 11:54:20,Awaiting,2017-03-23,2017-03-30
21850,1108,2017-03-10 07:26:12,Awaiting,2017-03-24,2017-03-31
21850,1108,2017-03-09 03:27:52,Awaiting,2017-03-25,2017-04-01
21851,1108,2017-02-27 02:30:53,Confirmed,2017-03-26,2017-04-03
21842,1108,2017-03-02 11:32:02,Awaiting,2017-03-27,2017-04-04
21849,1108,2017-03-02 09:25:41,Paid,2017-03-30,2017-04-05
21847,1108,2017-03-10 03:49:41,Confirmed,2017-04-01,2017-04-09
21847,1108,2017-04-02 19:35:50,Awaiting,2017-04-04,2017-04-12
21842,1108,2017-03-28 17:31:18,Paid,2017-04-05,2017-04-15
21845,1108,2017-03-31 04:01:33,Awaiting,2017-04-07,2017-04-16
21844,1108,2017-03-23 17:16:57,Paid,2017-04-09,2017-04-20
21846,1108,2017-03-27 06:21:30,Awaiting,2017-04-11,2017-04-14
21842,1108,2017-03-27 10:09:10,Awaiting,2017-04-11,2017-04-18
21842,1108,2017-04-06 10:42:30,Confirmed,2017-04-12,2017-04-19
21844,1108,2017-04-03 20:58:51,Confirmed,2017-04-14,2017-04-20
21851,1108,2017-03-26 00:29:44,Confirmed,2017-04-17,2017-04-24
21844,1108,2017-03-25 14:53:38,Paid,2017-04-18,2017-04-24
21844,1108,2017-04-09 18:49:10,Awaiting,2017-04-19,2017-04-26
21851,1108,2017-04-01 20:32:07,Awaiting,2017-04-22,2017-04-29
21848,1021,2016-11-09 10:50:10,Awaiting,2016-11-21,2016-12-01
21847,1021,2016-11-21 17:38:37,Confirmed,2016-11-24,2016-11-29
21843,1021,2016-11-23 05:23:01,Awaiting,2016-11-24,2016-11-30
21843,1021,2016-10-31 07:58:56,Paid,2016-11-27,2016-12-04
21851,1021,2016-11-17 22:15:12,Awaiting,2016-11-30,2016-12-02
21851,1021,2016-11-29 20:31:33,Awaiting,2016-12-03,2016-12-10
21849,1021,2016-11-25 16:19:23,Awaiting,2016-12-05,2016-12-16
21842,1021,2016-11-27 20:31:22,Paid,2016-12-05,2016-12-07
21848,1021,2016-11-05 17:04:11,Awaiting,2016-12-05,2016-12-08
21847,1021,2016-11-27 03:52:30,Awaiting,2016-12-07,2016-12-19
21848,1021,2016-11-14 15:13:50,Awaiting,2016-12-08,2016-12-17
21850,1021,2016-11-08 08:56:29,Awaiting,2016-12-08,2016-12-16
21851,1021,2016-12-04 20:33:49,Awaiting,2016-12-09,2016-12-20
21851,1021,2016-12-01 07:37:03,Confirmed,2016-12-09,2016-12-17
21847,1021,2016-11-20 01:13:41,Confirmed,2016-12-09,2016-12-17
21843,1021,2016-11-17 05:36:47,Awaiting,2016-12-09,2016-12-11
21851,1021,2016-12-07 15:03:36,Awaiting,2016-12-09,2016-12-22
21850,1021,2016-11-15 21:31:07,Confirmed,2016-12-11,2016-12-24
21846,1021,2016-12-02 09:14:20,Confirmed,2016-12-14,2016-12-22
21846,1021,2016-12-06 17:36:53,Awaiting,2016-12-15,2016-12-28
21845,1021,2016-12-08 06:18:02,Paid,2016-12-15,2016-12-23
21849,1021,2016-11-18 03:35:50,Awaiting,2016-12-15,2016-12-17
21848,1021,2016-12-10 11:30:39,Confirmed,2016-12-18,2016-12-24
21848,1021,2016-11-25 02:31:04,Confirmed,2016-12-18,2016-12-26
21844,1021,2016-12-11 23:09:37,Awaiting,2016-12-21,2016-12-30
21846,1021,2016-11-27 08:20:11,Awaiting,2016-12-24,2017-01-04
21845,1021,2016-12-04 22:42:02,Confirmed,2016-12-25,2017-01-05
21847,1021,2016-11-25 00:09:36,Paid,2016-12-25,2016-12-27
21848,1021,2016-12-23 23:45:06,Paid,2016-12-25,2017-01-03
21842,1021,2016-12-09 06:24:53,Paid,2016-12-27,2017-01-04
21843,1021,2016-12-04 10:31:17,Paid,2016-12-29,2017-01-10
21847,1021,2016-11-30 08:20:49,Confirmed,2016-12-30,2017-01-07
21850,1021,2016-12-15 01:33:51,Confirmed,2016-12-31,2017-01-08
21849,1021,2017-01-01 09:46:00,Awaiting,2017-01-02,2017-01-10
21843,1021,2016-12-28 00:10:07,Paid,2017-01-03,2017-01-13
21850,1021,2016-12-27 21:18:31,Confirmed,2017-01-03,2017-01-10
21849,1021,2016-12-08 01:03:15,Confirmed,2017-01-06,2017-01-09
21844,1021,2016-12-25 07:41:14,Awaiting,2017-01-07,2017-01-14
21848,1021,2017-01-04 07:04:37,Confirmed,2017-01-08,2017-01-14
21849,1021,2017-01-06 22:24:32,Awaiting,2017-01-09,2017-01-17
21848,1021,2016-12-28 02:45:23,Awaiting,2017-01-12,2017-01-20
21844,1021,2017-01-03 23:28:48,Awaiting,2017-01-15,2017-01-27
21846,1021,2017-01-07 11:18:45,Confirmed,2017-01-15,2017-01-22
21842,1021,2017-01-07 20:39:30,Paid,2017-01-15,2017-01-23
21846,1021,2016-12-20 22:57:20,Confirmed,2017-01-17,2017-01-25
21849,1021,2017-01-05 19:48:32,Awaiting,2017-01-19,2017-01-28
21850,1021,2017-01-18 13:30:29,Confirmed,2017-01-22,2017-02-02
21842,1021,2016-12-26 11:26:51,Awaiting,2017-01-23,2017-01-26
21846,1021,2017-01-25 20:09:20,Awaiting,2017-01-26,2017-02-02
21850,1021,2016-12-30 16:28:23,Paid,2017-01-27,2017-02-07
21850,1021,2017-01-19 15:12:35,Paid,2017-01-30,2017-02-05
21850,1021,2017-01-16 14:42:50,Confirmed,2017-02-02,2017-02-09
21845,1021,2017-01-21 09:42:39,Awaiting,2017-02-05,2017-02-10
21845,1021,2017-01-19 18:27:18,Confirmed,2017-02-07,2017-02-14
21850,1021,2017-01-16 14:45:20,Confirmed,2017-02-08,2017-02-11
21843,1021,2017-01-29 12:24:53,Paid,2017-02-09,2017-02-16
21842,1021,2017-01-21 17:52:45,Paid,2017-02-11,2017-02-21
21844,1021,2017-01-20 02:36:18,Awaiting,2017-02-14,2017-02-26
21851,1021,2017-01-24 17:03:43,Awaiting,2017-02-14,2017-02-23
21847,1021,2017-02-15 16:10:11,Awaiting,2017-02-17,2017-02-23
21843,1021,2017-02-18 12:08:03,Awaiting,2017-02-19,2017-03-04
21846,1021,2017-02-04 18:49:49,Awaiting,2017-02-22,2017-03-01
21847,1021,2017-02-07 14:02:04,Confirmed,2017-02-22,2017-03-03
21850,1021,2017-02-05 18:02:08,Confirmed,2017-02-22,2017-03-01
21844,1021,2017-01-24 04:01:00,Paid,2017-02-22,2017-02-24
21843,1021,2017-02-16 05:33:40,Awaiting,2017-02-23,2017-02-27
21846,1021,2017-02-24 01:43:19,Confirmed,2017-02-25,2017-03-06
21849,1021,2017-02-16 16:05:34,Paid,2017-02-25,2017-03-07
21845,1021,2017-01-27 11:32:26,Confirmed,2017-02-26,2017-03-01
21844,1021,2017-02-17 10:49:13,Awaiting,2017-02-28,2017-03-05
21847,1021,2017-02-21 06:05:16,Awaiting,2017-03-02,2017-03-12
21847,1021,2017-02-07 10:37:40,Awaiting,2017-03-05,2017-03-14
21844,1021,2017-02-06 23:31:27,Awaiting,2017-03-05,2017-03-15
21844,1021,2017-02-24 15:57:19,Paid,2017-03-07,2017-03-15
21844,1021,2017-02-09 12:46:31,Paid,2017-03-08,2017-03-17
21845,1021,2017-02-08 23:47:15,Confirmed,2017-03-09,2017-03-18
21842,1021,2017-02-11 23:52:43,Paid,2017-03-10,2017-03-19
21851,1021,2017-02-18 23:24:55,Paid,2017-03-13,2017-03-18
21846,1021,2017-03-05 10:22:47,Awaiting,2017-03-14,2017-03-17
21843,1021,2017-03-04 18:12:46,Awaiting,2017-03-16,2017-03-21
21850,1021,2017-02-21 20:23:29,Awaiting,2017-03-19,2017-03-24
21845,1021,2017-02-28 14:15:39,Paid,2017-03-21,2017-04-02
21846,1021,2017-03-02 19:12:32,Awaiting,2017-03-21,2017-03-25
21851,1021,2017-03-18 01:03:19,Confirmed,2017-03-23,2017-04-01
21848,1021,2017-03-24 02:03:00,Awaiting,2017-03-26,2017-04-01
21843,1021,2017-03-01 01:10:51,Awaiting,2017-03-26,2017-04-03
21850,1021,2017-03-23 11:27:15,Awaiting,2017-03-28,2017-04-05
21845,1021,2017-03-03 01:37:41,Confirmed,2017-03-31,2017-04-05
21849,1021,2017-03-24 23:05:09,Paid,2017-04-01,2017-04-13
21842,1021,2017-03-23 01:59:25,Awaiting,2017-04-02,2017-04-05
21846,1021,2017-03-13 00:14:13,Confirmed,2017-04-04,2017-04-12
21849,1021,2017-03-19 21:55:17,Paid,2017-04-04,2017-04-10
21847,1021,2017-03-22 01:41:16,Awaiting,2017-04-04,2017-04-16
21851,1021,2017-03-17 22:32:26,Paid,2017-04-04,2017-04-14
21844,1021,2017-03-27 04:11:37,Paid,2017-04-04,2017-04-09
21850,1021,2017-03-21 14:24:23,Paid,2017-04-05,2017-04-13
21847,1021,2017-03-14 17:30:29,Awaiting,2017-04-06,2017-04-11
21847,1021,2017-03-22 05:32:13,Paid,2017-04-08,2017-04-20
21844,1021,2017-03-13 15:19:33,Awaiting,2017-04-09,2017-04-16
21843,1021,2017-04-08 10:48:44,Paid,2017-04-11,2017-04-18
21842,1021,2017-03-29 12:29:05,Paid,2017-04-11,2017-04-20
21847,1021,2017-03-27 21:14:24,Awaiting,2017-04-13,2017-04-23
21842,1021,2017-03-17 23:00:02,Paid,2017-04-15,2017-04-23
21845,1021,2017-03-24 08:10:23,Awaiting,2017-04-16,2017-04-25
21846,1410,2016-11-11 12:24:31,Paid,2016-11-18,2016-11-25
21851,1410,2016-10-22 12:49:54,Awaiting,2016-11-21,2016-12-02
21845,1410,2016-10-30 09:40:03,Paid,2016-11-21,2016-12-01
21847,1410,2016-11-02 21:54:15,Awaiting,2016-11-24,2016-11-27
21848,1410,2016-11-22 04:20:27,Awaiting,2016-11-27,2016-12-06
21844,1410,2016-11-25 20:32:44,Paid,2016-11-30,2016-12-04
21851,1410,2016-11-10 17:37:51,Awaiting,2016-11-30,2016-12-07
21849,1410,2016-11-27 03:31:59,Confirmed,2016-11-30,2016-12-08
21844,1410,2016-11-09 16:18:16,Awaiting,2016-12-03,2016-12-12
21847,1410,2016-11-09 13:10:51,Confirmed,2016-12-04,2016-12-14
21848,1410,2016-11-09 14:12:18,Awaiting,2016-12-05,2016-12-09
21850,1410,2016-11-16 18:19:19,Paid,2016-12-05,2016-12-13
21849,1410,2016-11-14 03:04:28,Paid,2016-12-05,2016-12-18
21848,1410,2016-11-16 06:45:04,Paid,2016-12-05,2016-12-11
21842,1410,2016-11-24 23:52:44,Awaiting,2016-12-06,2016-12-17
21842,1410,2016-11-29 05:14:56,Paid,2016-12-09,2016-12-20
21850,1410,2016-11-23 23:36:51,Confirmed,2016-12-09,2016-12-19
21844,1410,2016-12-03 02:55:01,Confirmed,2016-12-12,2016-12-21
21849,1410,2016-12-13 12:40:04,Paid,2016-12-14,2016-12-22
21850,1410,2016-12-11 22:15:52,Confirmed,2016-12-15,2016-12-17
21849,1410,2016-11-20 11:08:46,Awaiting,2016-12-18,2016-12-21
21842,1410,2016-11-25 20:37:51,Confirmed,2016-12-20,2016-12-29
21848,1410,2016-12-01 15:00:17,Confirmed,2016-12-20,2016-12-27
21842,1410,2016-11-26 17:42:26,Paid,2016-12-20,2016-12-25
21851,1410,2016-11-23 12:54:42,Paid,2016-12-21,2016-12-27
21850,1410,2016-11-27 18:55:27,Confirmed,2016-12-22,2016-12-27
21850,1410,2016-12-08 13:37:10,Paid,2016-12-24,2017-01-03
21848,1410,2016-11-28 23:46:44,Awaiting,2016-12-25,2017-01-04
21847,1410,2016-12-05 06:24:08,Confirmed,2016-12-27,2016-12-28
21842,1410,2016-11-27 04:12:21,Awaiting,2016-12-27,2016-12-30
21846,1410,2016-12-18 20:17:32,Awaiting,2016-12-30,2017-01-01
21848,1410,2016-12-24 22:32:04,Confirmed,2017-01-02,2017-01-06
21842,1410,2016-12-18 01:09:56,Awaiting,2017-01-05,2017-01-09
21844,1410,2016-12-27 11:12:42,Awaiting,2017-01-07,2017-01-19
21846,1410,2016-12-12 21:16:46,Confirmed,2017-01-10,2017-01-17
21851,1410,2016-12-21 03:46:46,Paid,2017-01-10,2017-01-22
21843,1410,2016-12-27 06:05:31,Awaiting,2017-01-13,2017-01-18
21847,1410,2017-01-03 12:32:35,Awaiting,2017-01-15,2017-01-23
21848,1410,2016-12-27 09:44:23,Paid,2017-01-18,2017-01-27
21846,1410,2016-12-30 18:40:49,Awaiting,2017-01-18,2017-01-26
21851,1410,2017-01-14 09:17:27,Confirmed,2017-01-21,2017-01-23
21851,1410,2017-01-19 11:55:29,Paid,2017-01-21,2017-01-23
21842,1410,2017-01-06 13:38:57,Awaiting,2017-01-24,2017-01-31
21845,1410,2017-01-02 17:02:07,Awaiting,2017-01-27,2017-01-31
21846,1410,2017-01-23 07:03:47,Paid,2017-01-29,2017-02-06
21843,1410,2017-01-25 02:04:03,Awaiting,2017-01-31,2017-02-07
21843,1410,2017-01-17 07:21:21,Awaiting,2017-01-31,2017-02-03
21846,1410,2017-01-24 19:03:24,Paid,2017-02-02,2017-02-15
21848,1410,2017-01-12 23:42:05,Awaiting,2017-02-02,2017-02-09
21850,1410,2017-01-30 18:25:51,Awaiting,2017-02-05,2017-02-09
21849,1410,2017-01-12 16:53:14,Awaiting,2017-02-05,2017-02-11
21845,1410,2017-01-20 01:50:31,Awaiting,2017-02-06,2017-02-07
21846,1410,2017-01-21 18:03:55,Awaiting,2017-02-09,2017-02-11
21847,1410,2017-01-17 22:49:10,Awaiting,2017-02-11,2017-02-16
21847,1410,2017-01-15 02:54:01,Confirmed,2017-02-13,2017-02-18
21847,1410,2017-01-16 16:37:34,Awaiting,2017-02-15,2017-03-01
21850,1410,2017-02-13 21:29:35,Paid,2017-02-18,2017-02-21
21848,1410,2017-02-16 13:47:07,Confirmed,2017-02-20,2017-02-28
21847,1410,2017-02-08 17:28:32,Paid,2017-02-20,2017-02-28
21847,1410,2017-02-10 23:33:28,Awaiting,2017-02-21,2017-02-27
21848,1410,2017-02-01 19:46:15,Awaiting,2017-02-24,2017-02-27
21846,1410,2017-02-01 14:04:57,Paid,2017-02-25,2017-03-02
21842,1410,2017-02-08 04:38:46,Awaiting,2017-02-26,2017-03-06
21851,1410,2017-02-14 07:19:54,Paid,2017-02-26,2017-03-01
21844,1410,2017-02-16 05:03:48,Paid,2017-02-28,2017-03-07
21850,1410,2017-03-01 11:16:54,Paid,2017-03-02,2017-03-15
21843,1410,2017-02-01 18:07:26,Paid,2017-03-03,2017-03-11
21847,1410,2017-02-10 03:13:48,Awaiting,2017-03-06,2017-03-15
21848,1410,2017-03-06 11:07:16,Paid,2017-03-09,2017-03-14
21843,1410,2017-02-15 23:09:32,Awaiting,2017-03-09,2017-03-15
21844,1410,2017-02-09 15:53:37,Paid,2017-03-10,2017-03-16
21842,1410,2017-02-23 23:44:11,Confirmed,2017-03-10,2017-03-16
21842,1410,2017-03-03 10:07:13,Awaiting,2017-03-12,2017-03-22
21851,1410,2017-03-12 02:50:28,Paid,2017-03-13,2017-03-18
21851,1410,2017-02-15 06:50:30,Awaiting,2017-03-15,2017-03-21
21850,1410,2017-02-27 03:36:26,Awaiting,2017-03-17,2017-03-26
21845,1410,2017-03-11 22:47:31,Awaiting,2017-03-17,2017-03-27
21845,1410,2017-03-18 10:01:03,Awaiting,2017-03-20,2017-03-22
21842,1410,2017-03-18 21:57:21,Awaiting,2017-03-22,2017-04-04
21845,1410,2017-03-03 15:55:27,Confirmed,2017-03-25,2017-04-01
21844,1410,2017-03-15 14:00:24,Awaiting,2017-03-28,2017-04-08
21842,1410,2017-03-14 17:04:58,Confirmed,2017-03-29,2017-04-11
21850,1410,2017-03-19 22:22:26,Awaiting,2017-03-30,2017-04-02
21848,1410,2017-03-19 06:57:13,Awaiting,2017-03-30,2017-04-11
21843,1410,2017-03-25 05:00:43,Awaiting,2017-03-30,2017-04-12
21842,1410,2017-03-05 20:59:35,Confirmed,2017-04-01,2017-04-15
21850,1410,2017-03-30 18:46:40,Confirmed,2017-04-02,2017-04-05
21845,1410,2017-03-08 12:07:25,Confirmed,2017-04-05,2017-04-13
21846,1410,2017-03-19 13:08:51,Confirmed,2017-04-06,2017-04-15
21842,1410,2017-03-10 15:40:52,Awaiting,2017-04-07,2017-04-14
21850,1410,2017-03-13 22:38:25,Paid,2017-04-08,2017-04-15
21842,1410,2017-04-04 01:59:54,Awaiting,2017-04-11,2017-04-14
21851,1410,2017-03-25 11:32:31,Awaiting,2017-04-11,2017-04-20
21846,1410,2017-03-19 04:26:45,Awaiting,2017-04-14,2017-04-20
21851,1410,2017-03-31 08:45:06,Paid,2017-04-17,2017-04-22
21846,1410,2017-04-11 22:21:07,Awaiting,2017-04-17,2017-04-27
21849,1410,2017-04-03 08:45:33,Paid,2017-04-19,2017-04-28
21845,1410,2017-04-18 02:46:36,Awaiting,2017-04-22,2017-04-24
21849,1410,2017-04-16 16:17:33,Awaiting,2017-04-25,2017-04-27
21847,1574,2016-10-26 15:00:20,Awaiting,2016-11-19,2016-11-29
21845,1574,2016-11-09 00:45:07,Awaiting,2016-11-20,2016-11-27
21850,1574,2016-11-03 12:48:05,Awaiting,2016-11-23,2016-11-28
21846,1574,2016-11-11 14:20:47,Awaiting,2016-11-25,2016-11-29
21850,1574,2016-11-15 03:10:46,Awaiting,2016-11-27,2016-12-04
21849,1574,2016-11-20 12:29:09,Awaiting,2016-11-28,2016-12-09
21843,1574,2016-11-02 23:18:03,Awaiting,2016-12-01,2016-12-06
21849,1574,2016-11-08 10:37:58,Confirmed,2016-12-01,2016-12-10
21846,1574,2016-12-01 07:52:52,Paid,2016-12-04,2016-12-09
21850,1574,2016-11-14 00:12:58,Awaiting,2016-12-04,2016-12-18
21844,1574,2016-11-28 06:28:48,Confirmed,2016-12-06,2016-12-10
21844,1574,2016-12-03 06:57:37,Confirmed,2016-12-06,2016-12-15
21851,1574,2016-11-08 06:07:21,Awaiting,2016-12-07,2016-12-20
21842,1574,2016-11-18 03:59:09,Awaiting,2016-12-09,2016-12-19
21850,1574,2016-11-13 12:13:49,Awaiting,2016-12-10,2016-12-18
21846,1574,2016-12-07 11:19:01,Paid,2016-12-13,2016-12-18
21851,1574,2016-11-29 13:05:27,Paid,2016-12-13,2016-12-27
21850,1574,2016-12-06 18:52:14,Paid,2016-12-13,2016-12-23
21845,1574,2016-12-14 23:43:40,Confirmed,2016-12-15,2016-12-18
21847,1574,2016-11-18 22:12:11,Confirmed,2016-12-15,2016-12-17
21846,1574,2016-11-22 11:44:08,Awaiting,2016-12-18,2016-12-27
21843,1574,2016-11-22 17:49:42,Awaiting,2016-12-21,2016-12-22
21843,1574,2016-12-15 15:21:28,Confirmed,2016-12-24,2016-12-27
21849,1574,2016-12-16 05:54:14,Awaiting,2016-12-24,2016-12-27
21850,1574,2016-12-08 01:49:43,Awaiting,2016-12-27,2017-01-03
21847,1574,2016-12-17 09:45:50,Awaiting,2016-12-27,2017-01-03
21850,1574,2016-12-17 07:28:50,Awaiting,2016-12-30,2017-01-08
21845,1574,2016-12-20 09:23:47,Paid,2017-01-01,2017-01-03
21847,1574,2016-12-25 17:54:06,Awaiting,2017-01-02,2017-01-06
21846,1574,2016-12-28 03:34:30,Paid,2017-01-02,2017-01-07
21845,1574,2016-12-24 00:53:32,Paid,2017-01-05,2017-01-15
21844,1574,2016-12-21 12:01:05,Awaiting,2017-01-05,2017-01-13
21846,1574,2016-12-27 01:52:07,Awaiting,2017-01-08,2017-01-19
21845,1574,2016-12-11 17:17:19,Awaiting,2017-01-08,2017-01-13
21845,1574,2017-01-03 10:33:21,Awaiting,2017-01-09,2017-01-21
21847,1574,2017-01-08 02:16:56,Awaiting,2017-01-11,2017-01-21
21843,1574,2017-01-12 15:38:01,Awaiting,2017-01-14,2017-01-16
21844,1574,2016-12-31 17:33:56,Awaiting,2017-01-14,2017-01-18
21847,1574,2017-01-08 13:28:50,Awaiting,2017-01-15,2017-01-24
21842,1574,2016-12-17 01:11:28,Confirmed,2017-01-15,2017-01-22
21850,1574,2016-12-26 19:08:17,Confirmed,2017-01-16,2017-01-24
21843,1574,2017-01-14 03:19:10,Awaiting,2017-01-18,2017-01-28
21846,1574,2017-01-13 17:46:08,Confirmed,2017-01-20,2017-01-28
21842,1574,2017-01-03 18:25:17,Confirmed,2017-01-21,2017-01-29
21849,1574,2016-12-26 01:32:47,Paid,2017-01-22,2017-01-28
21845,1574,2017-01-03 07:10:21,Awaiting,2017-01-24,2017-02-01
21844,1574,2017-01-06 19:36:53,Confirmed,2017-01-24,2017-02-01
21842,1574,2017-01-21 16:29:54,Awaiting,2017-01-27,2017-02-01
21844,1574,2017-01-09 22:27:20,Awaiting,2017-01-29,2017-02-05
21842,1574,2017-01-14 10:40:20,Awaiting,2017-01-29,2017-02-05
21845,1574,2017-01-15 09:59:38,Paid,2017-02-01,2017-02-03
21843,1574,2017-01-31 14:30:59,Awaiting,2017-02-03,2017-02-11
21844,1574,2017-01-15 16:32:07,Awaiting,2017-02-04,2017-02-08
21851,1574,2017-01-24 00:51:37,Paid,2017-02-07,2017-02-13
21844,1574,2017-02-01 11:31:28,Paid,2017-02-09,2017-02-21
21849,1574,2017-02-07 10:56:49,Paid,2017-02-11,2017-02-22
21848,1574,2017-01-15 01:39:54,Awaiting,2017-02-12,2017-02-19
21850,1574,2017-02-08 16:25:16,Paid,2017-02-13,2017-02-22
21848,1574,2017-02-03 02:21:20,Awaiting,2017-02-13,2017-02-22
21850,1574,2017-01-22 22:04:50,Awaiting,2017-02-15,2017-02-21
21850,1574,2017-01-26 18:27:51,Awaiting,2017-02-15,2017-02-21
21846,1574,2017-01-23 13:32:30,Confirmed,2017-02-17,2017-02-20
21845,1574,2017-02-17 02:29:08,Paid,2017-02-20,2017-02-27
21845,1574,2017-02-04 19:47:27,Awaiting,2017-02-22,2017-03-03
21851,1574,2017-02-12 09:56:49,Awaiting,2017-02-24,2017-03-02
