85,1,2.4
85,2,1.9
85,3,4.4
85,4,5.9
85,5,4.4
85,6,3.9
86,1,4.7
86,2,5.2
86,3,4.7
86,4,5.2
86,5,3.7
86,6,5.2
87,1,2.7
87,2,3.2
87,3,3.7
87,4,6.2
87,5,3.7
87,6,5.2
88,1,1.8
88,2,4.3
88,3,1.8
88,4,4.3
88,5,5.8
88,6,5.3
89,1,3.8
89,2,1.3
89,3,3.8
89,4,6.3
89,5,5.8
89,6,5.3
90,1,2.8
90,2,1.3
90,3,4.8
90,4,6.3
90,5,6.8
90,6,6.3
91,1,0.8
91,2,3.3
91,3,2.8
91,4,5.3
91,5,5.8
91,6,3.3
92,1,2.8
92,2,1.3
92,3,2.8
92,4,3.3
92,5,2.8
92,6,7.3
93,1,5.0
93,2,2.5
93,3,7.0
93,4,3.5
93,5,7.0
93,6,7.5
94,1,1.8
94,2,2.3
94,3,5.8
94,4,6.3
94,5,2.8
94,6,5.3
95,1,2.7
95,2,5.2
95,3,3.7
95,4,5.2
95,5,5.7
95,6,5.2
96,1,1.8
96,2,4.3
96,3,1.8
96,4,3.3
96,5,5.8
96,6,5.3
97,1,4.1
97,2,1.6
97,3,3.1
97,4,6.6
97,5,5.1
97,6,3.6
98,1,3.8
98,2,2.3
98,3,3.8
98,4,3.3
98,5,3.8
98,6,4.3
99,1,2.1
99,2,2.6
99,3,4.1
99,4,3.6
99,5,5.1
99,6,7.6
100,1,1.4
100,2,2.9
100,3,4.4
100,4,2.9
100,5,4.4
100,6,4.9
101,1,2.4
101,2,1.9
101,3,4.4
101,4,3.9
101,5,5.4
101,6,7.9
102,1,3.1
102,2,4.6
102,3,6.1
102,4,2.6
102,5,5.1
102,6,7.6
103,1,4.7
103,2,3.2
103,3,3.7
103,4,4.2
103,5,4.7
103,6,6.2
104,1,5.4
104,2,1.9
104,3,5.4
104,4,4.9
104,5,4.4
104,6,6.9
105,1,5.7
105,2,4.2
105,3,5.7
105,4,4.2
105,5,4.7
105,6,5.2
106,1,1.4
106,2,3.9
106,3,5.4
106,4,3.9
106,5,6.4
106,6,3.9
107,1,2.4
107,2,1.9
107,3,3.4
107,4,5.9
107,5,6.4
107,6,4.9
108,1,3.4
108,2,5.9
108,3,5.4
108,4,6.9
108,5,7.4
108,6,6.9
109,1,3.4
109,2,5.9
109,3,6.4
109,4,2.9
109,5,5.4
109,6,6.9
110,1,4.4
110,2,4.9
110,3,5.4
110,4,4.9
110,5,7.4
110,6,4.9
111,1,2.4
111,2,1.9
111,3,4.4
111,4,6.9
111,5,7.4
111,6,4.9
112,1,5.4
112,2,4.9
112,3,6.4
112,4,3.9
112,5,6.4
112,6,6.9
113,1,1.4
113,2,2.9
113,3,4.4
113,4,4.9
113,5,4.4
113,6,7.9
114,1,1.4
114,2,2.9
114,3,5.4
114,4,6.9
114,5,3.4
114,6,6.9
115,1,2.4
115,2,1.9
115,3,6.4
115,4,6.9
115,5,3.4
115,6,3.9
116,1,4.7
116,2,5.2
116,3,6.7
116,4,6.2
116,5,7.7
116,6,5.2
117,1,3.7
117,2,5.2
117,3,4.7
117,4,3.2
117,5,5.7
117,6,5.2
118,1,2.4
118,2,1.9
118,3,5.4
118,4,2.9
118,5,4.4
118,6,3.9
119,1,1.4
119,2,2.9
119,3,5.4
119,4,5.9
119,5,5.4
119,6,5.9
120,1,5.0
120,2,2.5
120,3,3.0
120,4,7.5
120,5,8.0
120,6,8.5
121,1,3.7
121,2,5.2
121,3,4.7
121,4,4.2
121,5,6.7
121,6,5.2
122,1,4.8
122,2,2.3
122,3,2.8
122,4,5.3
122,5,5.8
122,6,4.3
123,1,1.8
123,2,2.3
123,3,2.8
123,4,4.3
123,5,3.8
123,6,7.3
124,1,4.4
124,2,4.9
124,3,4.4
124,4,4.9
124,5,5.4
124,6,5.9
125,1,4.4
125,2,4.9
125,3,3.4
125,4,5.9
125,5,5.4
125,6,3.9
126,1,1.4
126,2,5.9
126,3,6.4
126,4,6.9
126,5,7.4
126,6,6.9
127,1,1.4
127,2,3.9
127,3,3.4
127,4,5.9
127,5,6.4
127,6,7.9
128,1,2.4
128,2,1.9
128,3,6.4
128,4,2.9
128,5,6.4
128,6,3.9
129,1,0.8
129,2,4.3
129,3,4.8
129,4,6.3
129,5,3.8
129,6,4.3
130,1,1.1
130,2,3.6
130,3,5.1
130,4,2.6
130,5,6.1
130,6,3.6
131,1,4.1
131,2,3.6
131,3,3.1
131,4,6.6
131,5,6.1
131,6,5.6
132,1,4.5
132,2,4.0
132,3,2.5
132,4,3.0
132,5,6.5
132,6,6.0
133,1,4.0
133,2,2.5
133,3,7.0
133,4,4.5
133,5,6.0
133,6,7.5
134,1,1.8
134,2,3.3
134,3,4.8
134,4,3.3
134,5,5.8
134,6,7.3
135,1,6.0
135,2,2.5
135,3,3.0
135,4,4.5
135,5,5.0
135,6,6.5
136,1,2.4
136,2,2.9
136,3,3.4
136,4,2.9
136,5,7.4
136,6,5.9
137,1,1.1
137,2,1.6
137,3,3.1
137,4,3.6
137,5,7.1
137,6,7.6
138,1,2.7
138,2,4.2
138,3,2.7
138,4,7.2
138,5,7.7
138,6,7.2
139,1,3.4
139,2,4.9
139,3,3.4
139,4,4.9
139,5,5.4
139,6,5.9
140,1,5.4
140,2,4.9
140,3,3.4
140,4,6.9
140,5,7.4
140,6,7.9
141,1,4.7
141,2,3.2
141,3,3.7
141,4,5.2
141,5,6.7
141,6,8.2
142,1,2.1
142,2,3.6
142,3,6.1
142,4,6.6
142,5,4.1
142,6,3.6
143,1,4.4
143,2,5.9
143,3,6.4
143,4,5.9
143,5,5.4
143,6,6.9
144,1,4.4
144,2,5.9
144,3,2.4
144,4,3.9
144,5,7.4
144,6,7.9
145,1,4.1
145,2,2.6
145,3,4.1
145,4,5.6
145,5,5.1
145,6,3.6
146,1,5.4
146,2,5.9
146,3,6.4
146,4,5.9
146,5,5.4
146,6,6.9
147,1,4.4
147,2,1.9
147,3,6.4
147,4,6.9
147,5,3.4
147,6,3.9
148,1,4.4
148,2,1.9
148,3,4.4
148,4,4.9
148,5,4.4
148,6,7.9
149,1,1.1
149,2,5.6
149,3,6.1
149,4,4.6
149,5,7.1
149,6,3.6
150,1,4.1
150,2,3.6
150,3,4.1
150,4,6.6
150,5,7.1
150,6,3.6
151,1,3.7
151,2,2.2
151,3,2.7
151,4,6.2
151,5,7.7
151,6,5.2
152,1,2.7
152,2,5.2
152,3,5.7
152,4,3.2
152,5,7.7
152,6,5.2
153,1,1.4
153,2,2.9
153,3,2.4
153,4,6.9
153,5,5.4
153,6,6.9
154,1,4.0
154,2,5.5
154,3,5.0
154,4,3.5
154,5,5.0
154,6,4.5
155,1,3.8
155,2,5.3
155,3,3.8
155,4,3.3
155,5,6.8
155,6,7.3
156,1,5.4
156,2,3.9
156,3,4.4
156,4,2.9
156,5,4.4
156,6,5.9
157,1,2.4
157,2,4.9
157,3,5.4
157,4,4.9
157,5,7.4
157,6,7.9
158,1,2.7
158,2,6.2
158,3,5.7
158,4,5.2
158,5,7.7
158,6,4.2
159,1,2.4
159,2,2.9
159,3,6.4
159,4,2.9
159,5,5.4
159,6,7.9
160,1,3.1
160,2,5.6
160,3,5.1
160,4,3.6
160,5,5.1
160,6,5.6
161,1,2.4
161,2,2.9
161,3,2.4
161,4,2.9
161,5,3.4
161,6,4.9
162,1,4.4
162,2,5.9
162,3,5.4
162,4,5.9
162,5,7.4
162,6,5.9
163,1,1.4
163,2,3.9
163,3,4.4
163,4,2.9
163,5,3.4
163,6,6.9
164,1,2.4
164,2,2.9
164,3,3.4
164,4,3.9
164,5,3.4
164,6,7.9
165,1,2.4
165,2,2.9
165,3,6.4
165,4,2.9
165,5,7.4
165,6,6.9
166,1,5.1
166,2,4.6
166,3,2.1
166,4,3.6
166,5,6.1
166,6,3.6
167,1,5.4
167,2,1.9
167,3,5.4
167,4,2.9
167,5,4.4
167,6,4.9
168,1,5.0
168,2,4.5
168,3,6.0
168,4,5.5
168,5,6.0
168,6,8.5
169,1,2.4
169,2,1.9
169,3,4.4
169,4,2.9
169,5,4.4
169,6,3.9
170,1,4.7
170,2,5.2
170,3,2.7
170,4,3.2
170,5,7.7
170,6,7.2
171,1,2.1
171,2,5.6
171,3,5.1
171,4,3.6
171,5,6.1
171,6,5.6
172,1,3.0
172,2,2.5
172,3,5.0
172,4,7.5
172,5,4.0
172,6,4.5
173,1,3.1
173,2,1.6
173,3,2.1
173,4,3.6
173,5,7.1
173,6,5.6
174,1,1.7
174,2,6.2
174,3,4.7
174,4,7.2
174,5,7.7
174,6,6.2
175,1,2.7
175,2,6.2
175,3,2.7
175,4,6.2
175,5,6.7
175,6,5.2
176,1,5.1
176,2,4.6
176,3,5.1
176,4,5.6
176,5,5.1
176,6,4.6
177,1,2.1
177,2,2.6
177,3,3.1
177,4,6.6
177,5,6.1
177,6,7.6
178,1,1.7
178,2,5.2
178,3,5.7
178,4,3.2
178,5,7.7
178,6,7.2
179,1,3.4
179,2,4.9
179,3,2.4
179,4,3.9
179,5,6.4
179,6,5.9
180,1,4.5
180,2,2.0
180,3,5.5
180,4,4.0
180,5,3.5
180,6,5.0
181,1,3.8
181,2,4.3
181,3,4.8
181,4,6.3
181,5,5.8
181,6,6.3
182,1,2.4
182,2,3.9
182,3,4.4
182,4,2.9
182,5,3.4
182,6,5.9
183,1,3.1
183,2,4.6
183,3,4.1
183,4,3.6
183,5,4.1
183,6,5.6
184,1,3.1
184,2,2.6
184,3,4.1
184,4,6.6
184,5,7.1
184,6,7.6
185,1,2.4
185,2,2.9
185,3,4.4
185,4,2.9
185,5,4.4
185,6,6.9
186,1,5.1
186,2,3.6
186,3,4.1
186,4,3.6
186,5,4.1
186,6,4.6
187,1,4.1
187,2,1.6
187,3,2.1
187,4,6.6
187,5,3.1
187,6,7.6
188,1,3.7
188,2,2.2
188,3,2.7
188,4,7.2
188,5,4.7
188,6,6.2
189,1,1.7
189,2,6.2
189,3,4.7
189,4,5.2
189,5,4.7
189,6,8.2
190,1,4.0
190,2,6.5
190,3,3.0
190,4,4.5
190,5,6.0
190,6,6.5
191,1,2.4
191,2,2.9
191,3,3.4
191,4,6.9
191,5,5.4
191,6,7.9
192,1,1.4
192,2,1.9
192,3,5.4
192,4,3.9
192,5,6.4
192,6,7.9
193,1,2.4
193,2,1.9
193,3,5.4
193,4,5.9
193,5,6.4
193,6,4.9
194,1,5.1
194,2,3.6
194,3,3.1
194,4,2.6
194,5,4.1
194,6,7.6
195,1,2.7
195,2,3.2
195,3,3.7
195,4,5.2
195,5,3.7
195,6,8.2
196,1,2.0
196,2,5.5
196,3,3.0
196,4,3.5
196,5,6.0
196,6,7.5
197,1,1.4
197,2,3.9
197,3,3.4
197,4,2.9
197,5,3.4
197,6,6.9
198,1,2.4
198,2,1.9
198,3,6.4
198,4,3.9
198,5,7.4
198,6,7.9
199,1,4.7
199,2,4.2
199,3,4.7
199,4,7.2
199,5,6.7
199,6,6.2
200,1,1.1
200,2,1.6
200,3,6.1
200,4,4.6
200,5,3.1
200,6,7.6
201,1,1.4
201,2,1.9
201,3,6.4
201,4,6.9
201,5,6.4
201,6,7.9
202,1,3.7
202,2,4.2
202,3,2.7
202,4,6.2
202,5,4.7
202,6,4.2
203,1,5.1
203,2,1.6
203,3,3.1
203,4,3.6
203,5,6.1
203,6,6.6
204,1,1.4
204,2,1.9
204,3,2.4
204,4,5.9
204,5,7.4
204,6,5.9
205,1,4.4
205,2,5.9
205,3,4.4
205,4,3.9
205,5,5.4
205,6,7.9
206,1,4.4
206,2,1.9
206,3,5.4
206,4,6.9
206,5,7.4
206,6,3.9
207,1,3.4
207,2,4.9
207,3,3.4
207,4,5.9
207,5,4.4
207,6,5.9
208,1,1.4
208,2,4.9
208,3,3.4
208,4,3.9
208,5,4.4
208,6,7.9
209,1,3.7
209,2,6.2
209,3,6.7
209,4,5.2
209,5,3.7
209,6,5.2
210,1,2.0
210,2,2.5
210,3,6.0
210,4,6.5
210,5,4.0
210,6,5.5
211,1,1.4
211,2,2.9
211,3,2.4
211,4,5.9
211,5,3.4
211,6,4.9
212,1,3.0
212,2,6.5
212,3,3.0
212,4,5.5
212,5,7.0
212,6,5.5
213,1,2.8
213,2,5.3
213,3,3.8
213,4,4.3
213,5,5.8
213,6,6.3
214,1,3.4
214,2,5.9
214,3,3.4
214,4,5.9
214,5,7.4
214,6,5.9
215,1,4.0
215,2,4.5
215,3,6.0
215,4,7.5
215,5,8.0
215,6,6.5
216,1,4.1
216,2,5.6
216,3,2.1
216,4,6.6
216,5,4.1
216,6,7.6
217,1,4.0
217,2,4.5
217,3,6.0
217,4,3.5
217,5,5.0
217,6,5.5
218,1,5.4
218,2,5.9
218,3,6.4
218,4,4.9
218,5,5.4
218,6,6.9
219,1,4.4
219,2,3.9
219,3,4.4
219,4,6.9
219,5,3.4
219,6,3.9
220,1,5.4
220,2,3.9
220,3,3.4
220,4,3.9
220,5,7.4
220,6,6.9
221,1,1.1
221,2,2.6
221,3,2.1
221,4,2.6
221,5,6.1
221,6,6.6
222,1,3.1
222,2,2.6
222,3,5.1
222,4,2.6
222,5,3.1
222,6,6.6
223,1,3.4
223,2,4.9
223,3,2.4
223,4,6.9
223,5,6.4
223,6,5.9
224,1,1.4
224,2,2.9
224,3,2.4
224,4,5.9
224,5,4.4
224,6,3.9
225,1,3.1
225,2,2.6
225,3,3.1
225,4,6.6
225,5,4.1
225,6,4.6
226,1,1.4
226,2,2.9
226,3,2.4
226,4,5.9
226,5,6.4
226,6,5.9
227,1,4.1
227,2,2.6
227,3,3.1
227,4,6.6
227,5,6.1
227,6,6.6
228,1,3.4
228,2,2.9
228,3,6.4
228,4,4.9
228,5,7.4
228,6,7.9
229,1,1.1
229,2,3.6
229,3,3.1
229,4,5.6
229,5,3.1
229,6,3.6
230,1,2.8
230,2,3.3
230,3,4.8
230,4,2.3
230,5,6.8
230,6,6.3
231,1,4.7
231,2,3.2
231,3,2.7
231,4,6.2
231,5,4.7
231,6,7.2
232,1,2.4
232,2,5.9
232,3,4.4
232,4,6.9
232,5,3.4
232,6,6.9
233,1,2.1
233,2,5.6
233,3,5.1
233,4,3.6
233,5,4.1
233,6,5.6
234,1,3.7
234,2,6.2
234,3,3.7
234,4,7.2
234,5,6.7
234,6,8.2
235,1,3.1
235,2,1.6
235,3,6.1
235,4,3.6
235,5,7.1
235,6,3.6
236,1,3.4
236,2,2.9
236,3,2.4
236,4,6.9
236,5,7.4
236,6,5.9
237,1,5.7
237,2,2.2
237,3,2.7
237,4,7.2
237,5,4.7
237,6,5.2
238,1,4.4
238,2,3.9
238,3,6.4
238,4,2.9
238,5,5.4
238,6,5.9
239,1,2.4
239,2,4.9
239,3,5.4
239,4,5.9
239,5,5.4
239,6,7.9
240,1,3.1
240,2,3.6
240,3,3.1
240,4,5.6
240,5,3.1
240,6,4.6
241,1,5.1
241,2,1.6
241,3,5.1
241,4,5.6
241,5,3.1
241,6,5.6
242,1,1.4
242,2,3.9
242,3,6.4
242,4,4.9
242,5,6.4
242,6,4.9
243,1,4.7
243,2,4.2
243,3,2.7
243,4,5.2
243,5,4.7
243,6,5.2
244,1,3.7
244,2,6.2
244,3,4.7
244,4,7.2
244,5,3.7
244,6,7.2
245,1,3.4
245,2,1.9
245,3,4.4
245,4,4.9
245,5,3.4
245,6,3.9
246,1,3.7
246,2,5.2
246,3,6.7
246,4,5.2
246,5,5.7
246,6,8.2
247,1,3.4
247,2,2.9
247,3,2.4
247,4,6.9
247,5,4.4
247,6,3.9
248,1,2.1
248,2,4.6
248,3,2.1
248,4,2.6
248,5,5.1
248,6,7.6
249,1,4.4
249,2,3.9
249,3,5.4
249,4,4.9
249,5,4.4
249,6,5.9
250,1,5.1
250,2,2.6
250,3,5.1
250,4,2.6
250,5,6.1
250,6,6.6
251,1,1.4
251,2,2.9
251,3,4.4
251,4,4.9
251,5,5.4
251,6,5.9
252,1,4.4
252,2,5.9
252,3,2.4
252,4,6.9
252,5,4.4
252,6,3.9
253,1,3.4
253,2,2.9
253,3,5.4
253,4,6.9
253,5,5.4
253,6,3.9
254,1,3.4
254,2,1.9
254,3,5.4
254,4,6.9
254,5,3.4
254,6,4.9
255,1,5.1
255,2,5.6
255,3,5.1
255,4,4.6
255,5,3.1
255,6,4.6
256,1,0.8
256,2,1.3
256,3,1.8
256,4,4.3
256,5,3.8
256,6,4.3
257,1,2.8
257,2,3.3
257,3,3.8
257,4,2.3
257,5,2.8
257,6,6.3
258,1,4.1
258,2,3.6
258,3,2.1
258,4,2.6
258,5,6.1
258,6,4.6
259,1,2.8
259,2,2.3
259,3,5.8
259,4,5.3
259,5,2.8
259,6,6.3
260,1,3.8
260,2,4.3
260,3,5.8
260,4,2.3
260,5,6.8
260,6,4.3
261,1,5.1
261,2,3.6
261,3,4.1
261,4,3.6
261,5,4.1
261,6,4.6
262,1,4.8
262,2,5.3
262,3,1.8
262,4,6.3
262,5,6.8
262,6,3.3
263,1,4.1
263,2,3.6
263,3,6.1
263,4,4.6
263,5,4.1
263,6,5.6
264,1,4.1
264,2,1.6
264,3,3.1
264,4,4.6
264,5,5.1
264,6,7.6
265,1,4.4
265,2,5.9
265,3,6.4
265,4,3.9
265,5,6.4
265,6,5.9
266,1,5.1
266,2,4.6
266,3,5.1
266,4,6.6
266,5,7.1
266,6,5.6
267,1,4.1
267,2,3.6
267,3,3.1
267,4,2.6
267,5,4.1
267,6,7.6
268,1,1.1
268,2,3.6
268,3,4.1
268,4,6.6
268,5,6.1
268,6,7.6
269,1,4.1
269,2,4.6
269,3,4.1
269,4,4.6
269,5,3.1
269,6,3.6
270,1,3.1
270,2,2.6
270,3,5.1
270,4,3.6
270,5,7.1
270,6,6.6
271,1,5.4
271,2,3.9
271,3,4.4
271,4,6.9
271,5,5.4
271,6,7.9
272,1,5.1
272,2,3.6
272,3,5.1
272,4,2.6
272,5,6.1
272,6,7.6
273,1,1.4
273,2,4.9
273,3,4.4
273,4,4.9
273,5,5.4
273,6,4.9
274,1,5.1
274,2,3.6
274,3,2.1
274,4,5.6
274,5,7.1
274,6,5.6
275,1,4.8
275,2,3.3
275,3,5.8
275,4,4.3
275,5,4.8
275,6,4.3
276,1,2.4
276,2,3.9
276,3,6.4
276,4,2.9
276,5,3.4
276,6,6.9
277,1,2.4
277,2,1.9
277,3,5.4
277,4,4.9
277,5,4.4
277,6,4.9
278,1,4.1
278,2,4.6
278,3,2.1
278,4,3.6
278,5,7.1
278,6,4.6
279,1,2.7
279,2,2.2
279,3,3.7
279,4,5.2
279,5,3.7
279,6,5.2
280,1,3.7
280,2,5.2
280,3,2.7
280,4,7.2
280,5,4.7
280,6,7.2
281,1,5.1
281,2,2.6
281,3,6.1
281,4,5.6
281,5,6.1
281,6,5.6
282,1,4.4
282,2,2.9
282,3,6.4
282,4,2.9
282,5,5.4
282,6,5.9
283,1,2.1
283,2,5.6
283,3,3.1
283,4,4.6
283,5,6.1
283,6,4.6
284,1,3.4
284,2,2.9
284,3,4.4
284,4,6.9
284,5,6.4
284,6,4.9
285,1,3.7
285,2,2.2
285,3,5.7
285,4,5.2
285,5,5.7
285,6,7.2
286,1,3.7
286,2,5.2
286,3,6.7
286,4,6.2
286,5,5.7
286,6,8.2
287,1,5.7
287,2,2.2
287,3,4.7
287,4,5.2
287,5,7.7
287,6,7.2
288,1,3.4
288,2,3.9
288,3,2.4
288,4,2.9
288,5,6.4
288,6,7.9
289,1,5.1
289,2,5.6
289,3,3.1
289,4,6.6
289,5,5.1
289,6,7.6
290,1,1.7
290,2,6.2
290,3,6.7
290,4,6.2
290,5,4.7
290,6,8.2
291,1,3.8
291,2,5.3
291,3,4.8
291,4,5.3
291,5,4.8
291,6,4.3
292,1,2.8
292,2,4.3
292,3,3.8
292,4,6.3
